gram,TF,DF,TF_IDF
守元,23,21,3.844086173
工廠,11,11,3.895967357
量產,25,19,4.007255346
價不,12,12,3.889516992
除台,11,11,3.895967357
矽品,31,22,4.004751869
華碩,43,39,3.578391428
碩等,14,14,3.871077733
傳統,27,23,3.861370041
股則,66,51,3.502740656
年可,14,13,3.940150184
收益,18,14,4.067947033
現強,23,22,3.796371273
強勁,49,45,3.488283612
塑膠,79,70,3.201239484
有不,32,29,3.726359754
線將,19,19,3.808080068
將呈,16,15,3.909638148
以個,13,13,3.881061218
現為,17,17,3.835098074
為主,90,79,3.108603491
點日,28,27,3.716043584
線失,22,21,3.812663975
川普,193,93,3.224428712
呼籲,13,11,4.034429219
高不,18,18,3.821796512
也跟,19,18,3.861587699
跟著,26,26,3.706753112
湧現,41,38,3.579759766
也在,32,31,3.653801351
摜壓,25,22,3.854580712
線及,81,60,3.407948837
及半,21,17,3.992890695
場指,35,33,3.641486812
以點,193,132,2.724725072
告失,12,12,3.889516992
元櫃,28,28,3.677392516
數更,18,15,4.000371799
更是,49,42,3.568890558
是受,16,15,3.909638148
創等,19,19,3.808080068
也走,11,11,3.895967357
各大,19,18,3.861587699
現漲,16,15,3.909638148
最為,26,24,3.790702672
紡纖,33,32,3.638566917
通信,36,32,3.693161098
信網,36,32,3.693161098
網路,55,46,3.527175275
機械,42,38,3.594098395
電腦,65,59,3.316497118
設備,86,65,3.336420117
化學,55,31,3.996862856
學生,25,25,3.721453491
造紙,68,60,3.318925623
營造,35,28,3.823021099
觀光,63,51,3.477641838
資訊,71,50,3.566661022
等均,45,36,3.697451168
均收,57,26,4.230004321
貿易,299,157,2.620579791
百貨,49,42,3.568890558
橡膠,57,50,3.447345076
電電,11,11,3.895967357
通路,43,41,3.521194469
泥等,13,12,3.954546342
破美,18,14,4.067947033
元也,11,11,3.895967357
新日,64,58,3.329391418
穩懋,67,58,3.352995631
臻鼎,31,30,3.669169002
鎧勝,23,20,3.89412953
台郡,37,35,3.610402792
碩台,13,13,3.881061218
電嘉,13,12,3.954546342
嘉聯,79,65,3.294498695
光鴻,44,40,3.56289234
光等,56,53,3.368184287
等相,17,16,3.893823427
對抗,46,40,3.58891217
過盤,14,14,3.871077733
到大,11,11,3.895967357
打入,14,13,3.940150184
張數,205,76,3.5404772
值得,40,37,3.595203788
也相,12,12,3.889516992
續收,15,13,3.995160695
天也,11,11,3.895967357
見到,17,15,3.956340063
於中,20,20,3.794048035
跌但,20,16,4.017040882
仍力,15,15,3.859921178
意外,35,34,3.608503028
股上,83,60,3.420361021
量不,15,14,3.925123887
不會,46,38,3.648228815
太大,13,11,4.034429219
缺口,32,24,3.932249904
否有,16,14,3.975680688
有守,16,14,3.975680688
衝高,34,30,3.728251901
要有,13,13,3.881061218
關鍵,64,56,3.372157507
必須,25,25,3.721453491
才會,18,17,3.877780458
現較,43,34,3.735308463
的反,20,19,3.845306688
反中,15,15,3.859921178
昱晶,19,19,3.808080068
電上,27,26,3.731910833
電市,12,12,3.889516992
科外,12,12,3.889516992
科月,32,14,4.518663443
日公,31,26,3.824001916
布月,34,25,3.928697556
達億,67,47,3.611101426
元較,36,26,3.923679844
計前,39,39,3.520772523
前月,17,14,4.023171502
收不,12,11,3.96808626
排除,38,35,3.6266847
在月,63,54,3.408152173
修正,153,106,2.944476012
月減,19,12,4.26285629
度達,33,20,4.152645938
已達,12,12,3.889516992
收將,25,19,4.007255346
會再,13,12,3.954546342
正面,23,21,3.844086173
關成,16,16,3.847859479
數位,17,15,3.956340063
金成,20,20,3.794048035
化中,57,57,3.290522427
電南,26,26,3.706753112
電美,42,41,3.507530486
決策,27,20,4.008948571
會議,68,45,3.672815708
在即,20,18,3.899337394
電等,47,45,3.464816277
漲多,72,57,3.411663139
休息,16,14,3.975680688
口氣,21,20,3.828985962
聯邦,18,17,3.877780458
準備,25,24,3.76396601
本週,38,32,3.727084888
貨幣,54,41,3.653466885
歐股,20,18,3.899337394
走強,41,35,3.673076784
破萬,20,15,4.081535816
萬點,83,48,3.703248917
央行,62,41,3.733689747
動向,53,44,3.559062178
向美,12,11,3.96808626
國聯,40,39,3.535713195
公開,33,23,3.999777581
開市,28,23,3.886453704
委員,27,21,3.957429677
員會,19,17,3.91815453
最新,47,40,3.601500823
是否,110,88,3.057801096
升息,137,76,3.353355387
電今,24,23,3.780132169
漲近,46,36,3.710753287
高後,58,52,3.409722948
光今,24,22,3.826082517
也出,19,18,3.861587699
回跌,15,13,3.995160695
光跌,33,29,3.746238375
線翻,17,16,3.893823427
還在,15,13,3.995160695
後出,13,13,3.881061218
線大,36,32,3.693161098
將在,62,54,3.399692048
高檔,102,84,3.085615576
調整,89,56,3.544251525
股回,34,29,3.765523516
檔壓,20,19,3.845306688
平穩,12,11,3.96808626
但台,20,18,3.899337394
天在,14,14,3.871077733
在蘋,23,22,3.796371273
兩個,18,16,3.93715939
關台,12,12,3.889516992
元收,30,21,4.031907241
科跌,31,27,3.783167461
價元,34,32,3.657297779
爆出,14,14,3.871077733
位居,12,11,3.96808626
股第,18,18,3.821796512
望後,13,13,3.881061218
三台,21,17,3.992890695
期結,22,22,3.765339105
結算,64,47,3.585680215
屬於,17,16,3.893823427
搭配,14,12,4.014754115
作帳,27,22,3.908307896
電晶,17,16,3.893823427
電元,32,31,3.653801351
邦中,12,12,3.889516992
電金,38,33,3.69260876
示外,31,29,3.70584996
效果,25,21,3.90302722
減弱,17,16,3.893823427
期大,23,22,3.796371273
逢高,33,30,3.709157648
守日,27,23,3.861370041
點在,19,18,3.861587699
狹幅,39,31,3.779109213
盤電,15,15,3.859921178
紅台,13,13,3.881061218
股小,23,23,3.750777751
光收,19,16,3.978151694
收購,41,28,3.926281702
場跌,15,15,3.859921178
跌中,24,24,3.736137759
收平,13,11,4.034429219
盤元,17,15,3.956340063
漲台,18,17,3.877780458
態度,47,33,3.824744048
寬鬆,16,12,4.123239445
價回,13,13,3.881061218
仍未,30,28,3.722418841
未明,16,16,3.847859479
明朗,17,15,3.956340063
櫃公,31,24,3.910606896
底前,15,14,3.925123887
年報,13,13,3.881061218
旺季,105,81,3.146244437
季可,12,11,3.96808626
彈的,14,11,4.095853205
刺激,12,11,3.96808626
股以,49,43,3.541399
需要,18,15,4.000371799
國企,21,18,3.93524489
企業,111,80,3.187806689
報公,17,14,4.023171502
重量,28,24,3.84122189
場將,11,11,3.895967357
季報,24,20,3.924605851
盤重,45,40,3.576046822
三日,51,50,3.386920381
盤小,15,14,3.925123887
原本,25,20,3.953837888
股都,14,14,3.871077733
場對,30,26,3.802144204
這一,15,14,3.925123887
洲股,36,31,3.728408124
穩台,12,11,3.96808626
點連,18,17,3.877780458
三天,17,13,4.094957795
盤成,13,12,3.954546342
點不,39,39,3.520772523
來越,13,11,4.034429219
量的,14,13,3.940150184
三個,18,16,3.93715939
完全,17,15,3.956340063
實現,26,11,4.608940456
部份,37,22,4.128268762
多漲,17,16,3.893823427
遠傳,36,35,3.593674749
研華,18,18,3.821796512
光及,23,21,3.844086173
的最,15,15,3.859921178
最重,46,42,3.532490198
也是,72,55,3.455986556
勢的,52,48,3.445620885
有大,16,15,3.909638148
勢指,19,19,3.808080068
資本,22,20,3.862298269
本月,21,19,3.880716636
降評,27,22,3.908307896
電及,50,43,3.552949075
資持,33,31,3.673292903
持有,22,17,4.027628979
對手,13,12,3.954546342
望不,16,15,3.909638148
均量,15,12,4.070806211
背離,13,13,3.881061218
大毅,45,40,3.576046822
曜越,11,11,3.895967357
華容,13,13,3.881061218
財政,29,19,4.114972646
政部,18,13,4.140532265
終結,11,11,3.895967357
月中,28,25,3.797836795
潤泰,20,15,4.081535816
原料,15,14,3.925123887
進口,33,23,3.999777581
關稅,64,34,3.980282271
續升,12,12,3.889516992
計畫,51,39,3.679081816
緯創,67,57,3.374341364
本周,98,72,3.268049714
勢不,38,35,3.6266847
發表,52,47,3.470454334
數翻,13,12,3.954546342
度回,20,18,3.899337394
縮至,30,29,3.684667596
至億,128,93,3.049399568
創今,23,17,4.060822818
周線,84,59,3.44780041
線下,36,32,3.693161098
終止,33,24,3.953226866
連紅,31,25,3.866438125
勢今,13,13,3.881061218
股華,26,21,3.930751678
碩聯,13,13,3.881061218
雄台,13,13,3.881061218
度收,15,15,3.859921178
股份,26,14,4.356007375
股比,15,11,4.153037568
漲日,17,16,3.893823427
盤收,18,15,4.000371799
台揚,12,12,3.889516992
氣勢,11,11,3.895967357
冠德,12,12,3.889516992
化股,24,21,3.874170843
頭台,15,14,3.925123887
面走,32,32,3.619259631
友訊,14,14,3.871077733
接棒,18,15,4.000371799
量大,22,21,3.812663975
爆發,12,12,3.889516992
高層,12,11,3.96808626
總經,29,24,3.865143554
應聲,17,16,3.893823427
利元,13,11,4.034429219
數成,18,17,3.877780458
延燒,14,12,4.014754115
說明,29,26,3.779545413
上股,12,12,3.889516992
續買,16,14,3.975680688
動股,23,22,3.796371273
為受,27,27,3.692059769
後翻,12,11,3.96808626
下台,61,55,3.368898256
險守,13,12,3.954546342
股持,31,27,3.783167461
改變,37,35,3.610402792
包含,43,34,3.735308463
與美,17,16,3.893823427
國經,33,29,3.746238375
台苯,22,22,3.765339105
易所,37,34,3.64273421
計上,20,19,3.845306688
上周,126,60,3.632786184
周上,17,17,3.835098074
兆元,32,27,3.804105164
少億,17,15,3.956340063
證交,52,24,4.26321936
交所,54,24,4.288946847
所表,30,16,4.324453557
示上,22,22,3.765339105
約為,95,23,4.729071351
寶島,15,15,3.859921178
業別,15,15,3.859921178
面漲,15,15,3.859921178
幅以,44,24,4.149339011
類指,86,28,4.409728552
為最,32,18,4.245240177
以電,28,25,3.797836795
週邊,11,11,3.895967357
大未,22,21,3.812663975
未含,56,28,4.129756212
為未,36,21,4.160787262
為證,15,15,3.859921178
額億,78,44,3.778304771
元全,19,19,3.808080068
體上,17,17,3.835098074
為各,11,11,3.895967357
業上,16,16,3.847859479
名及,16,16,3.847859479
占比,27,26,3.731910833
電類,51,39,3.679081816
量周,47,15,4.73973096
周轉,49,16,4.696430579
序為,22,19,3.914479002
為電,12,12,3.889516992
件類,14,14,3.871077733
年初,32,26,3.845165614
初開,15,15,3.859921178
盤至,22,20,3.862298269
元市,18,18,3.821796512
場日,30,23,3.934039794
日平,30,16,4.324453557
均成,32,16,4.373384918
率股,19,19,3.808080068
票日,16,16,3.847859479
在美,58,47,3.531052596
度站,16,15,3.909638148
站在,27,25,3.773325077
上但,15,15,3.859921178
低盤,40,40,3.507102546
破月,52,35,3.818183736
能不,25,23,3.808288108
資在,26,23,3.835339604
平倉,56,19,4.592563252
萬口,54,46,3.516918307
是多,14,14,3.871077733
前波,62,47,3.568061823
中小,137,103,2.939234144
小型,144,105,2.933134625
股出,16,16,3.847859479
危機,30,23,3.934039794
券商,58,49,3.481039463
認為,191,141,2.626987554
為近,19,19,3.808080068
日指,31,29,3.70584996
條件,22,16,4.089302482
正的,11,11,3.895967357
不易,15,14,3.925123887
可觀,13,11,4.034429219
價的,21,13,4.263442175
的變,18,18,3.821796512
金宏,22,19,3.914479002
發酵,25,22,3.854580712
後走,11,11,3.895967357
低收,13,11,4.034429219
點台,67,58,3.352995631
縮手,20,12,4.304528663
時指,15,15,3.859921178
點失,63,57,3.34242059
大台,156,109,2.913570391
科技,250,142,2.710160796
股多,33,30,3.709157648
股除,17,16,3.893823427
報告,83,69,3.243179285
仍不,39,36,3.610843386
號外,14,14,3.871077733
外銷,28,18,4.146966723
望台,17,17,3.835098074
收成,66,52,3.47896297
股和,24,22,3.826082517
股普,35,30,3.74679262
元下,27,22,3.908307896
鴻準,46,46,3.42728852
鎖住,11,11,3.895967357
副總,26,24,3.790702672
股面,12,12,3.889516992
從月,18,18,3.821796512
日起,16,12,4.123239445
對高,11,11,3.895967357
訊號,46,38,3.648228815
縮減,26,25,3.747888172
提醒,16,13,4.046619591
之後,58,52,3.409722948
幣匯,34,24,3.973577556
匯率,56,39,3.734273884
升值,29,25,3.821488274
出口,58,31,4.030503972
匯損,41,27,3.967548708
對第,13,12,3.954546342
期待,35,30,3.74679262
強調,40,29,3.870511431
股已,15,15,3.859921178
一波,44,37,3.652395067
的情,35,31,3.710563974
況下,21,18,3.93524489
後再,21,21,3.779779763
股目,13,13,3.881061218
浩鑫,11,11,3.895967357
化國,37,36,3.57898224
之外,20,20,3.794048035
定因,26,25,3.747888172
參與,27,20,4.008948571
補跌,19,16,3.978151694
跌反,30,28,3.722418841
是大,23,22,3.796371273
的蘋,17,14,4.023171502
現下,25,24,3.76396601
也會,20,18,3.899337394
斯拉,31,19,4.163374576
貿聯,37,36,3.57898224
和大,49,46,3.462604835
股如,27,23,3.861370041
股呈,20,20,3.794048035
低的,15,14,3.925123887
的帶,14,12,4.014754115
日以,96,84,3.058612659
二十,28,15,4.340735745
下彎,42,39,3.564505493
日強,13,11,4.034429219
點的,77,52,3.561566897
有可,19,17,3.91815453
面多,27,27,3.692059769
空的,14,14,3.871077733
的關,26,25,3.747888172
公告,58,37,3.818162081
長的,18,16,3.93715939
的資,24,21,3.874170843
金避,15,15,3.859921178
避風,16,16,3.847859479
聯茂,26,26,3.706753112
價有,12,11,3.96808626
科和,25,23,3.808288108
他電,42,39,3.564505493
類電,24,19,3.977628376
並未,56,50,3.437729563
在短,12,12,3.889516992
將近,13,13,3.881061218
慘遭,16,15,3.909638148
貨億,16,16,3.847859479
元其,36,35,3.593674749
則小,11,11,3.895967357
資大,25,22,3.854580712
大量,53,36,3.796483299
到口,19,11,4.348967109
口淨,47,27,4.057617846
一半,15,15,3.859921178
有所,21,19,3.880716636
元價,14,13,3.940150184
跌量,16,15,3.909638148
量增,35,30,3.74679262
期下,29,23,3.910657055
跌下,34,31,3.69220253
的低,23,22,3.796371273
面觀,38,34,3.659161924
線連,39,32,3.743382877
的波,12,12,3.889516992
短中,19,19,3.808080068
中期,31,30,3.669169002
線也,14,12,4.014754115
出盤,16,12,4.123239445
回歸,25,22,3.854580712
佈局,24,19,3.977628376
退場,18,15,4.000371799
空襲,13,12,3.954546342
大加,11,11,3.895967357
超級,14,13,3.940150184
多家,14,12,4.014754115
股獲,23,22,3.796371273
提出,36,22,4.109141296
打擊,16,13,4.046619591
上今,11,11,3.895967357
機的,14,12,4.014754115
電走,12,11,3.96808626
低指,13,11,4.034429219
月台,30,26,3.802144204
多於,38,34,3.659161924
不小,11,11,3.895967357
受此,11,11,3.895967357
也收,12,12,3.889516992
元以,39,38,3.55000235
廣達,85,70,3.236362457
正新,31,31,3.633690918
都有,29,25,3.821488274
聚陽,20,20,3.794048035
遠東,76,69,3.200666331
福懋,12,11,3.96808626
新纖,13,13,3.881061218
元太,35,29,3.784249587
中光,17,17,3.835098074
續走,41,38,3.579759766
裝置,22,16,4.089302482
看台,19,19,3.808080068
為短,16,14,3.975680688
轉趨,29,29,3.66276705
在半,11,11,3.895967357
金日,12,12,3.889516992
早報,18,18,3.821796512
銀行,84,47,3.736585136
期美,32,26,3.845165614
日圓,95,21,4.846716867
得分,19,19,3.808080068
綜合,47,37,3.691973426
官股,30,24,3.888254157
市分,20,20,3.794048035
泛歐,14,11,4.095853205
日經,38,35,3.6266847
變數,70,54,3.463861183
數週,23,16,4.123004606
協議,25,22,3.854580712
準會,78,60,3.388743752
化分,18,18,3.821796512
資投,48,32,3.873663555
鋼台,17,17,3.835098074
台泥,133,114,2.789514711
泥台,16,16,3.847859479
台燿,26,24,3.790702672
光環,16,16,3.847859479
頎邦,40,35,3.658001071
註以,11,11,3.895967357
排名,17,16,3.893823427
名前,11,11,3.895967357
前十,16,13,4.046619591
十名,35,22,4.089474957
篩選,11,11,3.895967357
連賣,16,15,3.909638148
面訊,12,12,3.889516992
場成,21,19,3.880716636
守穩,34,31,3.69220253
反壓,45,38,3.635150831
值上,14,11,4.095853205
上揚,67,55,3.418179906
頭條,31,20,4.10787602
電法,30,23,3.934039794
走貶,19,19,3.808080068
至月,15,14,3.925123887
評等,36,24,4.012542303
美律,63,57,3.34242059
被動,209,136,2.710364221
元件,223,146,2.630176669
國巨,207,154,2.527953149
巨大,16,16,3.847859479
電池,58,26,4.241597665
分數,19,19,3.808080068
意義,24,24,3.736137759
分以,36,19,4.271898724
分表,18,18,3.821796512
情中,20,20,3.794048035
中性,51,40,3.649311042
觀以,18,18,3.821796512
跌壓,12,12,3.889516992
盤點,20,17,3.956457204
上點,15,14,3.925123887
期將,23,22,3.796371273
了結,34,30,3.728251901
轉進,12,11,3.96808626
產生,16,15,3.909638148
股權,45,38,3.635150831
點回,22,21,3.812663975
勢一,13,13,3.881061218
弱大,17,15,3.956340063
精測,26,22,3.881961039
精華,26,25,3.747888172
同致,28,25,3.797836795
樺漢,25,25,3.721453491
矽力,12,11,3.96808626
行法,17,15,3.956340063
上電,25,23,3.808288108
重災,18,18,3.821796512
災區,19,19,3.808080068
中在,45,24,4.1646587
新一,17,15,3.956340063
採用,23,22,3.796371273
玻璃,22,21,3.812663975
機殼,13,13,3.881061218
全新,42,41,3.507530486
逾半,20,16,4.017040882
青睞,15,15,3.859921178
勢上,36,36,3.562399777
泰博,21,21,3.779779763
宏盛,13,13,3.881061218
股半,12,12,3.889516992
自表,11,11,3.895967357
智原,51,47,3.459678603
續回,13,11,4.034429219
後多,12,12,3.889516992
會有,36,29,3.802448093
明確,19,18,3.861587699
面仍,24,17,4.092603718
連黑,37,26,3.941944014
線成,19,19,3.808080068
研究,56,41,3.674585302
舉辦,15,13,3.995160695
預測,27,24,3.816430158
外大,11,11,3.895967357
幅下,15,14,3.925123887
估值,23,12,4.418075898
量收,11,11,3.895967357
二日,52,49,3.421299503
為大,17,15,3.956340063
的漲,18,14,4.067947033
光華,19,19,3.808080068
華通,87,73,3.193948883
不敵,20,19,3.845306688
的金,17,14,4.023171502
跌落,31,28,3.743818229
線已,13,13,3.881061218
位置,39,35,3.642543653
上的,66,63,3.243990057
容易,16,14,3.975680688
月的,30,26,3.802144204
產能,37,29,3.820147946
大聯,59,51,3.442250313
聯大,48,42,3.557010809
借券,13,13,3.881061218
顯著,19,18,3.861587699
線跌,18,15,4.000371799
調節,74,60,3.361954708
點周,22,19,3.914479002
創近,19,18,3.861587699
資仍,12,12,3.889516992
增至,37,30,3.782335652
至萬,24,20,3.924605851
性賣,14,13,3.940150184
分歧,14,12,4.014754115
亮點,16,15,3.909638148
點美,37,37,3.548422634
價續,23,22,3.796371273
線收,23,20,3.89412953
點及,23,22,3.796371273
資續,11,11,3.895967357
元但,25,23,3.808288108
櫃買,154,110,2.895814822
有限,55,45,3.553332908
會在,22,20,3.862298269
及季,23,19,3.946740312
在中,32,31,3.653801351
均下,13,12,3.954546342
留下,13,11,4.034429219
下影,27,22,3.908307896
影線,27,24,3.816430158
低接,23,21,3.844086173
於日,30,28,3.722418841
日日,20,16,4.017040882
線反,28,24,3.84122189
線型,19,18,3.861587699
大中,32,28,3.764538155
未見,16,12,4.123239445
急殺,18,17,3.877780458
次高,14,11,4.095853205
累台,29,26,3.779545413
周五,73,40,3.859237268
甫開,13,12,3.954546342
的日,16,15,3.909638148
日韓,23,22,3.796371273
擊美,12,12,3.889516992
技類,26,22,3.881961039
發布,30,27,3.761543156
有壓,24,23,3.780132169
尚未,48,43,3.529610762
超台,39,38,3.55000235
創月,16,15,3.909638148
要求,35,28,3.823021099
達等,21,21,3.779779763
逾台,24,20,3.924605851
點或,101,47,3.838861303
點標,14,14,3.871077733
標普,22,22,3.765339105
那斯,68,49,3.568059427
達克,69,50,3.551138186
數字,14,13,3.940150184
單日,27,23,3.861370041
日跌,15,14,3.925123887
台廠,19,17,3.91815453
人指,34,32,3.657297779
對有,35,29,3.784249587
華夏,27,25,3.773325077
月外,17,15,3.956340063
漲美,24,13,4.369911583
售價,13,12,3.954546342
月以,74,55,3.470378845
人預,23,21,3.844086173
估月,11,11,3.895967357
之前,39,29,3.85415602
利差,18,16,3.93715939
系統,63,44,3.657128554
保護,18,13,4.140532265
昇陽,31,13,4.573976516
科元,22,22,3.765339105
晶等,17,17,3.835098074
已有,11,11,3.895967357
有萬,11,11,3.895967357
措施,17,15,3.956340063
調查,41,30,3.847994276
會對,14,13,3.940150184
報價,52,38,3.721180177
升溫,45,38,3.635150831
旺宏,129,100,2.954679812
電信,34,26,3.885578017
三雄,56,37,3.797105385
台虹,13,13,3.881061218
至少,18,16,3.93715939
則有,25,23,3.808288108
欣興,95,72,3.253297655
日持,14,14,3.871077733
恐將,39,33,3.708755989
發動,16,15,3.909638148
未出,22,19,3.914479002
買進,49,37,3.716979305
及日,30,26,3.802144204
行政,23,14,4.259965801
交投,15,13,3.995160695
點而,14,13,3.940150184
縮小,23,23,3.750777751
場小,24,23,3.780132169
點亞,12,12,3.889516992
經指,26,26,3.706753112
韓國,32,22,4.026915917
國股,52,38,3.721180177
則在,17,16,3.893823427
低量,12,12,3.889516992
線漲,15,14,3.925123887
陷入,46,40,3.58891217
狀態,14,12,4.014754115
作多,20,16,4.017040882
多不,12,11,3.96808626
連買,13,11,4.034429219
型電,30,25,3.844337851
等同,25,22,3.854580712
翻揚,12,12,3.889516992
的聯,28,28,3.677392516
金也,19,17,3.91815453
發揮,22,22,3.765339105
金在,12,12,3.889516992
在前,12,12,3.889516992
於大,33,31,3.673292903
後分,18,18,3.821796512
析台,22,22,3.765339105
非電,26,20,3.981923271
較強,31,26,3.824001916
強台,11,11,3.895967357
股週,45,40,3.576046822
數以,22,21,3.812663975
出不,23,19,3.946740312
過在,17,16,3.893823427
在外,36,35,3.593674749
扮演,24,23,3.780132169
要角,24,23,3.780132169
的億,21,16,4.054032265
的美,30,29,3.684667596
現大,34,31,3.69220253
跌而,15,15,3.859921178
而美,18,17,3.877780458
較不,17,12,4.172492897
強的,17,16,3.893823427
臉書,32,26,3.845165614
馬遜,24,18,4.033518345
勢較,14,14,3.871077733
不同,30,20,4.084395704
在日,25,25,3.721453491
已跌,12,11,3.96808626
物料,81,67,3.268563903
未有,12,12,3.889516992
續大,14,14,3.871077733
德國,24,20,3.924605851
在萬,14,14,3.871077733
上日,15,14,3.925123887
具有,31,27,3.783167461
資產,47,31,3.897297507
勢下,14,13,3.940150184
易大,15,11,4.153037568
改善,26,23,3.835339604
機構,51,36,3.773202659
在此,15,14,3.925123887
會公,14,14,3.871077733
億台,12,12,3.889516992
高達,52,41,3.63155136
有較,13,12,3.954546342
偏向,22,19,3.914479002
注意,39,32,3.743382877
元後,12,12,3.889516992
代表,50,36,3.761217672
出億,32,13,4.599290901
是台,25,24,3.76396601
股相,49,47,3.437478333
新普,26,26,3.706753112
箱型,17,13,4.094957795
資看,13,12,3.954546342
科連,13,12,3.954546342
瑞昱,38,37,3.564425029
關的,23,18,4.002196269
華新,257,169,2.461941024
力新,68,58,3.360629379
欣電,23,23,3.750777751
價上,31,31,3.633690918
榮化,14,14,3.871077733
先豐,17,17,3.835098074
仍可,27,27,3.692059769
續追,11,11,3.895967357
追蹤,26,24,3.790702672
承啟,14,14,3.871077733
日在,73,64,3.274775856
部門,21,12,4.344167409
鈍化,19,17,3.91815453
估將,14,12,4.014754115
因應,27,25,3.773325077
領域,27,20,4.008948571
為蘋,17,13,4.094957795
贏家,13,12,3.954546342
能將,16,15,3.909638148
在年,39,30,3.816007111
告指,14,12,4.014754115
勢必,19,18,3.861587699
降低,36,28,3.841406057
低基,14,14,3.871077733
年下,25,24,3.76396601
負面,24,21,3.874170843
取得,29,21,4.007942808
以台,17,17,3.835098074
電的,15,14,3.925123887
股主,18,17,3.877780458
大多,20,20,3.794048035
揚台,12,12,3.889516992
業電,11,11,3.895967357
紐約,33,23,3.999777581
高至,24,23,3.780132169
至美,21,16,4.054032265
盤一,51,43,3.564270421
成本,45,31,3.86975293
及聯,22,21,3.812663975
逾金,11,11,3.895967357
法院,32,17,4.307426978
回台,15,13,3.995160695
價一,23,22,3.796371273
電群,17,16,3.893823427
動作,31,25,3.866438125
跌日,31,29,3.70584996
日最,27,25,3.773325077
幅台,16,16,3.847859479
製造,65,44,3.674860409
析美,17,17,3.835098074
續賣,150,49,4.000863795
跌大,17,16,3.893823427
收低,65,38,3.853956015
數美,11,11,3.895967357
續弱,25,24,3.76396601
金大,44,40,3.56289234
併購,19,12,4.26285629
美時,26,24,3.790702672
兩年,15,11,4.153037568
力旺,19,19,3.808080068
橘子,18,18,3.821796512
事業,38,23,4.097082978
要因,13,13,3.881061218
標準,29,24,3.865143554
點全,12,11,3.96808626
費城,34,33,3.623467192
續上,12,11,3.96808626
重大,27,24,3.816430158
月期,25,13,4.402460435
價位,15,13,3.995160695
而台,17,16,3.893823427
出後,32,32,3.619259631
度來,17,17,3.835098074
量約,11,11,3.895967357
約億,36,28,3.841406057
也將,34,33,3.623467192
長黑,38,33,3.69260876
型態,31,25,3.866438125
今早,25,19,4.007255346
其衝,11,11,3.895967357
已連,27,26,3.731910833
將是,38,33,3.69260876
一大,24,24,3.736137759
股來,17,17,3.835098074
到月,19,18,3.861587699
達和,12,12,3.889516992
和中,17,15,3.956340063
在跌,12,12,3.889516992
一台,30,25,3.844337851
均有,12,12,3.889516992
像電,25,23,3.808288108
原相,25,25,3.721453491
幅在,14,12,4.014754115
股部,17,17,3.835098074
盤漲,21,14,4.188702283
華南,52,48,3.445620885
金合,15,15,3.859921178
庫金,30,28,3.722418841
一方,16,13,4.046619591
一美,11,11,3.895967357
申請,22,14,4.225144134
盤股,13,11,4.034429219
鎖死,11,11,3.895967357
有望,42,34,3.720813611
業者,33,28,3.784620443
基期,24,23,3.780132169
績優,19,16,3.978151694
股或,12,12,3.889516992
差擴,21,12,4.344167409
頭股,43,36,3.669936338
為重,14,14,3.871077733
解析,36,36,3.562399777
點至,77,57,3.446478148
控制,16,11,4.206529967
空衝,12,12,3.889516992
股賣,31,29,3.70584996
測半,20,15,4.081535816
超跌,20,11,4.391481275
否持,12,11,3.96808626
反攻,20,17,3.956457204
面下,24,24,3.736137759
股亦,29,23,3.910657055
額交,20,19,3.845306688
殺跌,16,14,3.975680688
強茂,32,32,3.619259631
將進,23,19,3.946740312
深的,14,14,3.871077733
的中,46,40,3.58891217
撐台,16,16,3.847859479
黑台,35,29,3.784249587
數在,29,28,3.700293913
續跌,51,42,3.591939528
近百,13,11,4.034429219
計月,13,12,3.954546342
點月,23,22,3.796371273
為月,17,15,3.956340063
漲的,27,26,3.731910833
局不,18,17,3.877780458
盤拉,15,15,3.859921178
拉高,30,27,3.761543156
的電,29,28,3.700293913
成台,30,28,3.722418841
急拉,16,15,3.909638148
紅終,21,20,3.828985962
場上,40,35,3.658001071
科漲,19,17,3.91815453
息的,30,23,3.934039794
股月,26,25,3.747888172
期等,13,13,3.881061218
等利,13,13,3.881061218
下周,45,36,3.697451168
股輪,11,11,3.895967357
輪動,20,19,3.845306688
光中,20,20,3.794048035
及點,43,34,3.735308463
場大,35,32,3.67548564
數中,14,14,3.871077733
攀升,24,23,3.780132169
及元,13,11,4.034429219
元至,16,11,4.206529967
及大,26,25,3.747888172
光則,12,12,3.889516992
仍偏,18,17,3.877780458
大賣,15,13,3.995160695
上週,83,49,3.677109032
人持,15,13,3.995160695
退出,21,16,4.054032265
點加,16,16,3.847859479
遭外,26,19,4.03572017
的指,16,11,4.206529967
金華,53,44,3.559062178
數的,27,24,3.816430158
的跌,20,17,3.956457204
勢再,14,12,4.014754115
平台,22,16,4.089302482
後今,31,30,3.669169002
在現,13,13,3.881061218
日再,14,12,4.014754115
看到,18,16,3.93715939
速度,29,28,3.700293913
世界,42,42,3.480077045
於第,13,12,3.954546342
達台,27,27,3.692059769
前夕,15,14,3.925123887
中股,13,13,3.881061218
升高,27,24,3.816430158
等全,16,15,3.909638148
估第,12,11,3.96808626
報表,17,14,4.023171502
藏股,28,15,4.340735745
電器,41,37,3.610020696
動中,11,11,3.895967357
等金,22,22,3.765339105
