gram,TF,DF,TF_IDF
張收,59,59,5.195517274
高主,31,28,5.477894588
也只,15,14,5.439760809
造就,13,12,5.42592611
高昨,27,25,5.465640743
日順,11,11,5.316849281
析如,40,40,5.318228858
幣連,14,14,5.364859185
佈的,23,22,5.440217856
及等,32,32,5.362933126
能已,15,15,5.3745581
由昨,13,13,5.352440986
測台,11,11,5.316849281
位外,17,17,5.387569862
六日,20,16,5.618639609
變選,12,12,5.336701098
群或,14,12,5.508535567
戰不,26,26,5.387660465
檔指,11,11,5.316849281
弱在,14,13,5.433931637
軟銀,32,24,5.6759234
華藥,24,19,5.634340067
道指,18,18,5.391546398
指再,31,28,5.477894588
下重,11,11,5.316849281
一新,13,12,5.42592611
蘇州,20,14,5.752080818
約股,16,15,5.443784059
季已,13,13,5.352440986
賺贏,12,12,5.336701098
來以,11,11,5.316849281
出下,35,34,5.379264882
具轉,17,17,5.387569862
期波,14,14,5.364859185
退潮,18,18,5.391546398
現顯,15,15,5.3745581
於高,76,72,5.152567818
開口,48,47,5.292275291
理下,17,17,5.387569862
流通,34,31,5.454201903
破關,13,12,5.42592611
場偏,19,18,5.447681263
率自,13,11,5.505808987
品電,11,11,5.316849281
日回,29,28,5.41421051
因近,11,11,5.316849281
漲有,21,19,5.497063869
塑等,18,18,5.391546398
間相,13,13,5.352440986
利好,23,17,5.704669401
動走,20,19,5.446905415
國主,12,12,5.336701098
瀰漫,15,15,5.3745581
業收,21,14,5.805049516
信今,11,11,5.316849281
多趨,24,24,5.39284945
高風,34,33,5.385466565
天王,41,35,5.491667288
軍之,23,22,5.440217856
念的,17,16,5.446295215
屬偏,15,15,5.3745581
值最,15,15,5.3745581
股火,12,12,5.336701098
漲居,23,22,5.440217856
現緩,19,18,5.447681263
佰鴻,23,20,5.537976113
同為,27,24,5.508745824
盤歷,14,14,5.364859185
跌因,19,19,5.394173631
早在,11,11,5.316849281
不至,32,32,5.362933126
必要,41,35,5.491667288
期調,11,11,5.316849281
股聚,17,17,5.387569862
辛耘,17,17,5.387569862
續今,11,11,5.316849281
入場,11,11,5.316849281
有賣,17,17,5.387569862
舊不,12,12,5.336701098
帶上,80,76,5.124243215
禁止,202,197,4.467007354
本公,222,212,4.415771805
不負,187,187,4.495744855
法律,191,190,4.485696509
月持,16,16,5.382005389
光亞,48,43,5.395850038
降稅,48,26,5.981688131
求轉,11,11,5.316849281
股凱,13,13,5.352440986
從年,44,40,5.402829433
共檔,15,15,5.3745581
普和,34,31,5.454201903
到兆,15,15,5.3745581
占全,48,21,6.230384123
重達,23,23,5.394624334
迫使,12,12,5.336701098
公用,35,34,5.379264882
或電,16,16,5.382005389
電訊,13,11,5.505808987
周期,30,25,5.568502358
達倍,16,14,5.509826598
體晶,15,13,5.509797617
國提,13,12,5.42592611
農林,19,19,5.394173631
望繼,14,14,5.364859185
繼昨,15,15,5.3745581
檔在,16,16,5.382005389
現壓,13,12,5.42592611
議加,14,13,5.433931637
廠法,11,11,5.316849281
富喬,31,21,5.789162171
後皆,12,12,5.336701098
跌同,12,12,5.336701098
增產,19,15,5.628115813
亦大,11,11,5.316849281
板華,11,11,5.316849281
量子,16,16,5.382005389
和興,19,19,5.394173631
會逐,17,17,5.387569862
斂跌,14,13,5.433931637
但以,17,17,5.387569862
回後,22,21,5.443073483
檢測,19,16,5.564245258
單進,11,11,5.316849281
場跌,42,38,5.419973213
商減,13,13,5.352440986
有減,14,14,5.364859185
心美,22,22,5.395748613
戰一,14,13,5.433931637
金活,11,11,5.316849281
出三,12,11,5.415270365
於該,12,12,5.336701098
基板,44,36,5.523787194
每月,31,24,5.644683255
月都,14,12,5.508535567
少約,23,15,5.833047405
光碟,47,33,5.684619206
的缺,18,16,5.506909275
盤法,11,11,5.316849281
場等,13,13,5.352440986
多態,24,24,5.39284945
強其,25,25,5.390505034
貨加,13,13,5.352440986
其在,23,22,5.440217856
然蘋,15,15,5.3745581
如以,13,13,5.352440986
沖天,19,16,5.564245258
進終,12,12,5.336701098
五分,17,16,5.446295215
車生,23,22,5.440217856
益安,14,13,5.433931637
海在,15,14,5.439760809
電玉,11,11,5.316849281
千餘,12,12,5.336701098
但買,11,11,5.316849281
週選,48,42,5.423250085
無明,19,18,5.447681263
持基,15,14,5.439760809
準利,21,19,5.497063869
力鵬,19,15,5.628115813
彭博,22,22,5.395748613
來買,26,26,5.387660465
的興,12,12,5.336701098
面亦,12,11,5.415270365
要推,15,14,5.439760809
推手,19,18,5.447681263
及業,21,21,5.396126996
季盤,13,12,5.42592611
間較,19,19,5.394173631
報與,29,27,5.453102282
期對,26,26,5.387660465
為人,24,18,5.690230035
意識,31,29,5.439926319
好但,11,11,5.316849281
上未,19,18,5.447681263
利與,16,16,5.382005389
板市,14,12,5.508535567
創也,18,16,5.506909275
科以,12,12,5.336701098
攻收,12,12,5.336701098
元使,16,16,5.382005389
國選,11,11,5.316849281
向偏,13,13,5.352440986
數延,11,11,5.316849281
突然,13,11,5.505808987
灣區,25,25,5.390505034
果在,27,24,5.508745824
此現,14,14,5.364859185
期兩,19,18,5.447681263
度並,12,12,5.336701098
管指,17,16,5.446295215
多已,13,13,5.352440986
情也,16,16,5.382005389
已不,18,18,5.391546398
股逐,19,17,5.504248094
華科,23,22,5.440217856
點高,38,38,5.330167453
弱跌,11,11,5.316849281
點當,12,11,5.415270365
動外,29,28,5.41421051
是量,16,15,5.443784059
股達,16,15,5.443784059
貨也,19,18,5.447681263
續若,28,27,5.419352621
兩國,91,63,5.464085129
動有,18,17,5.447530344
中創,43,38,5.441087333
下兩,12,12,5.336701098
點值,45,45,5.287058596
值值,44,44,5.293409829
值消,44,44,5.293409829
業家,13,13,5.352440986
量成,13,13,5.352440986
內政,13,13,5.352440986
推廣,14,11,5.589634657
克森,54,47,5.393240929
巨頭,84,71,5.248072227
總值,22,21,5.443073483
長年,30,24,5.612418664
經季,13,11,5.505808987
國未,15,15,5.3745581
幣今,22,19,5.54488851
望由,11,11,5.316849281
逾盤,20,20,5.395646762
致茂,39,29,5.657629153
扮領,14,13,5.433931637
增法,20,20,5.395646762
強外,13,13,5.352440986
壓整,12,12,5.336701098
時亦,11,11,5.316849281
臨的,19,19,5.394173631
來升,25,24,5.433017553
除在,11,11,5.316849281
前對,17,17,5.387569862
購買,62,43,5.619534189
上將,19,19,5.394173631
資出,27,26,5.424226499
綠燈,24,19,5.634340067
現差,23,20,5.537976113
電帶,15,14,5.439760809
續復,15,15,5.3745581
移至,52,47,5.360889273
再回,12,12,5.336701098
上投,32,31,5.397474847
釋放,52,47,5.360889273
日升,13,12,5.42592611
的熱,18,18,5.391546398
熱度,44,38,5.461716028
過傳,11,11,5.316849281
況有,12,11,5.415270365
在韓,49,22,6.196841367
下隨,12,12,5.336701098
季需,19,18,5.447681263
資有,22,20,5.492707777
期惟,12,12,5.336701098
計檔,15,15,5.3745581
來平,22,18,5.599891161
勝過,16,14,5.509826598
方盤,14,14,5.364859185
盛精,14,14,5.364859185
達高,14,13,5.433931637
細節,30,22,5.706025511
電為,19,19,5.394173631
少其,14,14,5.364859185
在華,20,20,5.395646762
與反,16,16,5.382005389
為疲,12,12,5.336701098
離點,15,15,5.3745581
續多,79,65,5.311350222
面則,22,20,5.492707777
的商,18,17,5.447530344
業法,24,21,5.530882534
揮別,14,12,5.508535567
點燃,21,18,5.551592123
升全,17,17,5.387569862
率變,12,12,5.336701098
關市,12,12,5.336701098
收增,16,16,5.382005389
近七,13,11,5.505808987
創同,33,30,5.462132936
大聯,16,16,5.382005389
聯大,11,11,5.316849281
趨震,33,33,5.357884881
信業,42,37,5.450355352
者認,11,11,5.316849281
金追,27,27,5.384375435
在每,16,16,5.382005389
同的,15,14,5.439760809
現投,15,14,5.439760809
效率,14,11,5.589634657
家台,12,12,5.336701098
凸顯,21,21,5.396126996
其投,11,11,5.316849281
金今,38,30,5.595014078
性加,12,12,5.336701098
會最,16,16,5.382005389
動此,12,12,5.336701098
轉下,14,14,5.364859185
漲英,11,11,5.316849281
基點,31,15,6.153219961
華上,14,13,5.433931637
電連,19,17,5.504248094
收新,19,16,5.564245258
廣明,12,11,5.415270365
運不,12,12,5.336701098
不濟,11,11,5.316849281
行業,77,58,5.433776305
波及,38,33,5.488229908
勢以,37,37,5.335982387
也皆,13,12,5.42592611
順達,18,13,5.71028215
無限,11,11,5.316849281
大動,19,19,5.394173631
賣張,66,64,5.187208872
續守,24,23,5.43684386
單亦,14,13,5.433931637
情將,24,24,5.39284945
師在,12,11,5.415270365
七年,15,13,5.509797617
國汽,18,16,5.506909275
紙業,14,13,5.433931637
寶隆,59,53,5.32457287
偏鴿,32,30,5.433149283
中元,14,12,5.508535567
聯華,21,19,5.497063869
及被,26,26,5.387660465
升走,15,15,5.3745581
破盤,12,12,5.336701098
揚續,11,11,5.316849281
息並,16,16,5.382005389
呈高,21,20,5.445333195
大升,21,19,5.497063869
升超,12,11,5.415270365
示資,20,20,5.395646762
盛日,14,14,5.364859185
張亞,41,22,6.018523039
及明,22,22,5.395748613
費半,127,106,5.030047309
及櫃,22,19,5.54488851
單萬,16,16,5.382005389
等最,12,12,5.336701098
為公,14,14,5.364859185
點是,31,29,5.439926319
司法,32,30,5.433149283
的系,13,13,5.352440986
普等,12,12,5.336701098
資銀,11,11,5.316849281
價族,35,27,5.633964643
成寶,13,12,5.42592611
盤包,17,16,5.446295215
萬人,62,42,5.648070101
人失,20,19,5.446905415
良好,69,64,5.222725209
緩後,13,13,5.352440986
於至,16,15,5.443784059
頭續,16,14,5.509826598
此舉,20,18,5.50093612
緊的,13,13,5.352440986
利都,13,13,5.352440986
期主,29,29,5.376683647
營益,64,37,5.830432546
雙降,25,17,5.792138613
減創,14,11,5.589634657
元累,33,26,5.618653305
益億,59,44,5.548521978
減為,15,14,5.439760809
月平,20,18,5.50093612
如能,16,15,5.443784059
點同,28,28,5.380701554
斂漲,29,29,5.376683647
態台,21,21,5.396126996
光更,21,21,5.396126996
機相,13,13,5.352440986
的與,22,20,5.492707777
起台,11,11,5.316849281
股神,15,15,5.3745581
過也,16,16,5.382005389
試圖,36,31,5.507685595
將指,19,19,5.394173631
上具,15,15,5.3745581
熱台,12,12,5.336701098
盤都,12,12,5.336701098
望加,23,23,5.394624334
且不,12,12,5.336701098
及收,12,12,5.336701098
下營,16,15,5.443784059
層樓,13,13,5.352440986
對新,16,16,5.382005389
探至,23,23,5.394624334
萬科,13,12,5.42592611
動滬,16,14,5.509826598
白酒,36,23,5.83906895
酒股,19,15,5.628115813
亦走,18,17,5.447530344
指成,25,24,5.433017553
幅放,21,21,5.396126996
對進,13,11,5.505808987
等部,14,14,5.364859185
屬股,12,11,5.415270365
業資,11,11,5.316849281
等近,16,14,5.509826598
天電,11,11,5.316849281
高隨,32,32,5.362933126
於萬,15,15,5.3745581
應美,13,13,5.352440986
盤水,11,11,5.316849281
好大,17,17,5.387569862
獻大,27,25,5.465640743
險意,23,21,5.487932756
棒成,11,11,5.316849281
股銀,11,11,5.316849281
強收,17,16,5.446295215
巴黎,36,24,5.791819774
行對,12,12,5.336701098
與經,21,18,5.551592123
業產,22,20,5.492707777
家預,19,19,5.394173631
敏感,33,30,5.462132936
時會,19,18,5.447681263
金創,14,13,5.433931637
掌舵,12,11,5.415270365
前時,11,11,5.316849281
絕對,14,13,5.433931637
富國,12,11,5.415270365
能站,39,38,5.353475483
且將,14,14,5.364859185
風波,20,18,5.50093612
賺進,11,11,5.316849281
但獲,11,11,5.316849281
率僅,27,25,5.465640743
但受,39,37,5.383484863
健保,24,18,5.690230035
本及,12,12,5.336701098
信驊,77,58,5.433776305
屬強,16,16,5.382005389
資心,18,18,5.391546398
態仍,18,17,5.447530344
黑且,17,12,5.724964686
於有,13,13,5.352440986
跌空,18,18,5.391546398
時不,16,15,5.443784059
立以,16,15,5.443784059
計前,44,37,5.49233216
月稅,23,15,5.833047405
撐股,14,14,5.364859185
升激,20,18,5.50093612
漲推,22,22,5.395748613
時對,12,12,5.336701098
愛普,11,11,5.316849281
大改,24,24,5.39284945
經常,17,15,5.508811852
成國,12,12,5.336701098
易成,17,12,5.724964686
新浪,18,17,5.447530344
利佳,13,13,5.352440986
關美,21,21,5.396126996
業稅,15,13,5.509797617
收已,18,18,5.391546398
多意,15,14,5.439760809
及跌,20,20,5.395646762
停的,21,20,5.445333195
的代,13,12,5.42592611
盤外,22,22,5.395748613
擔任,33,25,5.661552008
損億,22,15,5.785367108
夜收,11,11,5.316849281
收未,27,27,5.384375435
品和,12,11,5.415270365
勢抗,17,17,5.387569862
黑收,25,22,5.523632255
年進,26,26,5.387660465
美歐,26,20,5.662830624
出對,17,17,5.387569862
善的,16,16,5.382005389
是進,13,11,5.505808987
進拉,15,15,5.3745581
為減,15,15,5.3745581
位轉,31,30,5.403245361
人減,20,20,5.395646762
新收,19,19,5.394173631
點道,19,19,5.394173631
低三,12,11,5.415270365
不旺,16,16,5.382005389
示警,13,11,5.505808987
現另,15,15,5.3745581
態下,22,21,5.443073483
售業,24,20,5.581317542
和其,16,16,5.382005389
重由,19,11,5.935060673
除日,15,15,5.3745581
本指,19,17,5.504248094
從下,12,12,5.336701098
檔量,14,14,5.364859185
遭調,17,16,5.446295215
漲三,28,28,5.380701554
利超,11,11,5.316849281
上須,12,12,5.336701098
的好,43,41,5.354182189
了億,11,11,5.316849281
外收,18,16,5.506909275
衝到,12,12,5.336701098
以不,12,12,5.336701098
臉綠,14,11,5.589634657
破上,24,23,5.43684386
及權,27,25,5.465640743
空在,13,13,5.352440986
數公,29,19,5.828889242
升後,23,23,5.394624334
前周,14,14,5.364859185
高距,13,13,5.352440986
將為,33,30,5.462132936
重壓,14,14,5.364859185
強有,23,23,5.394624334
戰上,13,13,5.352440986
多推,11,11,5.316849281
起美,12,12,5.336701098
因該,12,12,5.336701098
費用,39,28,5.697116891
元據,11,11,5.316849281
元居,17,14,5.575643291
之首,19,18,5.447681263
近盤,19,17,5.504248094
日馳,31,25,5.600514485
力使,25,24,5.433017553
冠投,19,13,5.769735579
反覆,31,31,5.367767277
可加,23,13,5.979823846
專注,14,14,5.364859185
利有,33,32,5.391542205
勢主,32,32,5.362933126
件相,17,16,5.446295215
會一,15,15,5.3745581
專業,36,31,5.507685595
由華,13,13,5.352440986
維繫,38,36,5.390743599
海開,19,16,5.564245258
升蘋,12,11,5.415270365
屬機,27,21,5.649745343
有和,13,13,5.352440986
千興,11,11,5.316849281
續整,17,17,5.387569862
坦言,14,14,5.364859185
的心,23,21,5.487932756
但只,14,14,5.364859185
點只,15,15,5.3745581
要能,14,14,5.364859185
在整,19,19,5.394173631
了新,12,12,5.336701098
題的,16,14,5.509826598
普及,17,16,5.446295215
電目,14,14,5.364859185
能突,23,22,5.440217856
板電,16,13,5.580765502
量明,20,20,5.395646762
長約,20,18,5.50093612
於手,11,11,5.316849281
息在,18,18,5.391546398
經數,19,18,5.447681263
周法,12,12,5.336701098
張最,19,17,5.504248094
本將,17,17,5.387569862
健全,15,14,5.439760809
交割,27,20,5.701264237
務等,15,15,5.3745581
單則,19,19,5.394173631
待聯,14,13,5.433931637
單金,15,12,5.585443133
議會,17,13,5.647429583
能量,19,19,5.394173631
則要,12,12,5.336701098
京東,16,12,5.657385355
東方,24,20,5.581317542
致大,12,12,5.336701098
階的,13,13,5.352440986
現蘋,14,14,5.364859185
市調,18,14,5.637696919
看萬,15,15,5.3745581
萬支,16,11,5.740675877
的銷,50,32,5.777855924
股業,37,35,5.397962545
卻在,16,16,5.382005389
的回,28,26,5.45946256
勢等,14,14,5.364859185
縮約,25,25,5.390505034
豐銀,15,12,5.585443133
約分,12,11,5.415270365
違反,13,12,5.42592611
下走,25,24,5.433017553
富鼎,47,40,5.461375981
立積,23,23,5.394624334
計外,28,28,5.380701554
光鋐,21,20,5.445333195
天賣,16,14,5.509826598
幣回,18,17,5.447530344
止步,19,16,5.564245258
正聯,17,17,5.387569862
不繼,15,14,5.439760809
元反,21,20,5.445333195
現並,22,22,5.395748613
易量,55,26,6.113584539
金龍,14,12,5.508535567
由原,18,18,5.391546398
少了,14,14,5.364859185
出根,12,12,5.336701098
根本,12,12,5.336701098
的聲,12,12,5.336701098
來若,12,12,5.336701098
售的,13,13,5.352440986
仰賴,14,14,5.364859185
辦公,14,11,5.589634657
時程,20,19,5.446905415
車和,14,11,5.589634657
日產,12,11,5.415270365
匯交,16,13,5.580765502
商是,11,11,5.316849281
以提,15,14,5.439760809
陳昱,23,23,5.394624334
頻傳,20,19,5.446905415
輝達,41,20,6.126673178
出整,11,11,5.316849281
體市,25,25,5.390505034
旅行,19,13,5.769735579
旺到,11,11,5.316849281
及非,24,20,5.581317542
雙邊,13,13,5.352440986
績的,16,16,5.382005389
外包,20,17,5.558055931
下投,19,19,5.394173631
天後,21,21,5.396126996
訊產,18,15,5.570121685
持正,20,19,5.446905415
計及,12,12,5.336701098
現正,29,26,5.49346201
炒作,13,13,5.352440986
應避,11,11,5.316849281
本盟,13,13,5.352440986
將關,11,11,5.316849281
關門,33,25,5.661552008
資歸,26,22,5.562868392
並順,12,12,5.336701098
應及,12,12,5.336701098
單同,21,21,5.396126996
以維,14,14,5.364859185
局將,12,12,5.336701098
西亞,17,11,5.80925014
嘉泥,27,25,5.465640743
與聯,19,19,5.394173631
輔攻,12,12,5.336701098
通工,12,12,5.336701098
件設,20,20,5.395646762
信認,20,20,5.395646762
觀中,17,17,5.387569862
力中,13,13,5.352440986
高選,25,24,5.433017553
的共,18,15,5.570121685
當有,15,14,5.439760809
點拉,21,21,5.396126996
達其,16,16,5.382005389
力山,16,15,5.443784059
等家,16,16,5.382005389
續領,12,12,5.336701098
會美,23,23,5.394624334
會發,30,28,5.446583348
利潤,53,37,5.660259442
會談,50,41,5.487355315
保留,14,12,5.508535567
底投,12,12,5.336701098
宇博,45,40,5.422777109
科信,27,23,5.553685707
漲深,37,35,5.397962545
堅加,11,11,5.316849281
金南,25,25,5.390505034
盛主,12,11,5.415270365
大經,17,17,5.387569862
加萬,16,15,5.443784059
口期,26,26,5.387660465
日主,16,16,5.382005389
間新,12,12,5.336701098
速升,18,17,5.447530344
本金,19,14,5.696394616
轉空,16,13,5.580765502
形下,12,11,5.415270365
能且,13,12,5.42592611
升電,16,15,5.443784059
線電,31,28,5.477894588
國減,13,13,5.352440986
他說,32,28,5.508211651
億今,43,42,5.3266218
月單,13,12,5.42592611
過兩,25,24,5.433017553
日立,14,13,5.433931637
超已,11,11,5.316849281
特色,20,20,5.395646762
望同,12,12,5.336701098
向短,13,12,5.42592611
鬆動,25,21,5.572078763
戰高,27,20,5.701264237
經回,11,11,5.316849281
或可,24,19,5.634340067
在創,15,14,5.439760809
檔仍,22,20,5.492707777
於分,29,20,5.774035892
萬桶,29,16,6.012666914
收每,12,12,5.336701098
元光,16,15,5.443784059
單滿,14,14,5.364859185
對上,14,14,5.364859185
是對,30,27,5.485707663
果美,13,13,5.352440986
值趨,11,11,5.316849281
新數,11,11,5.316849281
定美,13,13,5.352440986
外隨,12,12,5.336701098
副主,15,13,5.509797617
遠遠,19,19,5.394173631
秋節,43,26,5.875109924
售旺,14,13,5.433931637
的次,12,12,5.336701098
長多,25,25,5.390505034
周年,28,25,5.501145833
高勝,11,11,5.316849281
勝率,20,19,5.446905415
機將,27,27,5.384375435
恆指,186,119,5.13433299
線惟,26,24,5.471610025
臨近,124,101,5.078135986
或上,17,17,5.387569862
指週,38,30,5.595014078
跌創,34,29,5.527522889
深交,11,11,5.316849281
板上,14,14,5.364859185
逾九,39,37,5.383484863
逾達,40,40,5.318228858
氣收,16,13,5.580765502
流美,14,14,5.364859185
場推,20,20,5.395646762
科領,11,11,5.316849281
對聯,13,12,5.42592611
清單,39,37,5.383484863
議的,34,30,5.490251275
同於,15,15,5.3745581
在反,19,17,5.504248094
能帶,17,17,5.387569862
點對,12,12,5.336701098
電蘋,24,24,5.39284945
出收,17,17,5.387569862
達在,18,18,5.391546398
了近,13,13,5.352440986
五個,30,27,5.485707663
超微,79,24,6.565159593
夥伴,27,24,5.508745824
對資,22,21,5.443073483
期減,20,13,5.82613874
耳機,12,11,5.415270365
熱賣,15,11,5.66767449
的失,15,15,5.3745581
光分,11,11,5.316849281
的集,14,13,5.433931637
的增,32,28,5.508211651
起開,13,13,5.352440986
韓圜,51,11,7.051922272
口使,21,21,5.396126996
高若,11,11,5.316849281
一休,13,11,5.505808987
來兩,17,17,5.387569862
多表,16,16,5.382005389
現突,18,18,5.391546398
十一,69,53,5.455238601
度交,12,12,5.336701098
等反,13,12,5.42592611
觀在,13,13,5.352440986
一因,11,11,5.316849281
牛市,22,18,5.599891161
世達,25,20,5.622889431
的檔,15,11,5.66767449
及運,14,14,5.364859185
業第,18,17,5.447530344
絡的,13,12,5.42592611
頭買,19,18,5.447681263
入蘋,14,14,5.364859185
有觀,11,11,5.316849281
南電,62,42,5.648070101
達方,36,33,5.438276241
長許,12,12,5.336701098
期預,25,24,5.433017553
漲那,17,15,5.508811852
寫個,12,12,5.336701098
挺多,28,27,5.419352621
國最,18,17,5.447530344
轉上,13,13,5.352440986
會期,23,21,5.487932756
黑不,26,26,5.387660465
數經,13,13,5.352440986
然可,22,22,5.395748613
威台,13,13,5.352440986
專欄,23,19,5.590586895
臺灣,56,37,5.709942008
呈連,36,31,5.507685595
首創,16,16,5.382005389
逾水,12,12,5.336701098
水利,21,19,5.497063869
中工,27,26,5.424226499
與工,12,12,5.336701098
等公,12,12,5.336701098
中買,21,21,5.396126996
以長,35,33,5.412248666
數及,30,27,5.485707663
加且,12,12,5.336701098
弱將,11,11,5.316849281
期於,11,11,5.316849281
最受,27,27,5.384375435
但與,12,11,5.415270365
性不,23,21,5.487932756
幅漲,35,30,5.517554474
勢重,14,14,5.364859185
等下,42,28,5.767883133
高只,12,12,5.336701098
的流,12,11,5.415270365
高關,22,21,5.443073483
代號,19,12,5.848949854
勢蘋,18,18,5.391546398
關蘋,13,13,5.352440986
為領,15,15,5.3745581
欠缺,17,17,5.387569862
跌造,17,17,5.387569862
理國,17,17,5.387569862
再攀,11,11,5.316849281
第五,32,30,5.433149283
縮近,30,29,5.408832103
近上,29,29,5.376683647
訊漲,13,13,5.352440986
看各,16,15,5.443784059
屬類,14,14,5.364859185
油化,13,13,5.352440986
岩氣,24,18,5.690230035
逾裕,30,30,5.372360811
收蘋,11,11,5.316849281
為被,13,13,5.352440986
停達,28,22,5.637005508
時將,20,20,5.395646762
皆漲,20,19,5.446905415
自中,17,16,5.446295215
有顯,14,14,5.364859185
長幅,22,20,5.492707777
由前,11,11,5.316849281
利較,15,15,5.3745581
力而,17,17,5.387569862
的創,27,27,5.384375435
點放,12,12,5.336701098
較長,14,14,5.364859185
加快,53,48,5.352308624
資反,18,18,5.391546398
除美,12,12,5.336701098
動但,16,14,5.509826598
但觀,11,11,5.316849281
的以,13,13,5.352440986
務及,12,12,5.336701098
否受,14,12,5.508535567
越日,20,20,5.395646762
品的,69,53,5.455238601
商轉,23,20,5.537976113
型為,12,11,5.415270365
而月,17,17,5.387569862
軟硬,19,14,5.696394616
複製,11,11,5.316849281
月預,13,13,5.352440986
戰億,11,11,5.316849281
元雖,19,19,5.394173631
論美,12,12,5.336701098
於週,23,22,5.440217856
二開,14,12,5.508535567
至收,42,37,5.450355352
下金,23,21,5.487932756
有與,15,15,5.3745581
鉅額,22,19,5.54488851
額及,21,21,5.396126996
易之,21,20,5.445333195
落於,11,11,5.316849281
為淨,41,30,5.666584779
計為,15,15,5.3745581
雖在,18,17,5.447530344
對近,13,13,5.352440986
量比,18,16,5.506909275
多未,13,13,5.352440986
方在,27,25,5.465640743
口週,88,88,5.009832928
因預,12,12,5.336701098
在正,11,11,5.316849281
漲周,22,22,5.395748613
三收,50,41,5.487355315
普大,16,13,5.580765502
相比,54,47,5.393240929
比目,13,13,5.352440986
前蘋,11,11,5.316849281
年終,36,25,5.746499682
購物,16,12,5.657385355
出個,14,12,5.508535567
報陳,20,20,5.395646762
果一,13,12,5.42592611
天美,11,11,5.316849281
目光,17,16,5.446295215
的打,11,11,5.316849281
價暴,14,14,5.364859185
步下,36,36,5.341677248
跌報,57,44,5.518530813
和那,28,25,5.501145833
那指,66,46,5.591593904
五下,14,14,5.364859185
幅半,11,11,5.316849281
望本,15,15,5.3745581
為期,25,25,5.390505034
期隨,15,15,5.3745581
的估,15,14,5.439760809
空襲,20,18,5.50093612
該股,37,31,5.533323085
電最,11,11,5.316849281
前保,14,14,5.364859185
周股,19,15,5.628115813
金全,11,11,5.316849281
日之,42,15,6.478958851
平安,35,24,5.764100141
找到,12,11,5.415270365
占大,51,44,5.421802595
勢圖,43,41,5.354182189
市時,15,15,5.3745581
款新,22,16,5.71971199
使今,17,17,5.387569862
人強,13,11,5.505808987
逾角,13,13,5.352440986
中道,31,31,5.367767277
上再,18,18,5.391546398
車塑,11,11,5.316849281
超個,15,11,5.66767449
一收,29,26,5.49346201
化外,11,11,5.316849281
期而,23,23,5.394624334
輸等,20,17,5.558055931
後聲,25,24,5.433017553
強硬,21,20,5.445333195
有必,15,13,5.509797617
辦人,16,16,5.382005389
國賓,16,16,5.382005389
要時,18,17,5.447530344
步轉,32,31,5.397474847
線新,19,19,5.394173631
威爾,57,41,5.603050242
條款,23,21,5.487932756
日未,12,11,5.415270365
為預,17,11,5.80925014
但收,15,15,5.3745581
後周,11,11,5.316849281
往前,12,12,5.336701098
即時,40,37,5.4063301
晶大,23,22,5.440217856
而走,16,16,5.382005389
紙與,11,11,5.316849281
工等,12,11,5.415270365
劣勢,21,18,5.551592123
現再,14,14,5.364859185
以現,14,13,5.433931637
攻動,20,19,5.446905415
的延,17,16,5.446295215
有攻,13,13,5.352440986
拉蕊,36,19,6.051176195
曲線,20,13,5.82613874
揚因,12,12,5.336701098
盤雙,29,29,5.376683647
創佳,15,14,5.439760809
信大,17,17,5.387569862
漲雖,12,12,5.336701098
股優,27,22,5.600623562
民國,29,15,6.081684787
為安,15,14,5.439760809
價雖,11,11,5.316849281
巨股,27,27,5.384375435
不等,28,25,5.501145833
紅指,20,20,5.395646762
經上,25,25,5.390505034
新推,13,12,5.42592611
度未,13,13,5.352440986
勢對,17,17,5.387569862
漲滬,16,15,5.443784059
信建,13,12,5.42592611
自貿,54,45,5.444843125
保障,12,12,5.336701098
治理,30,18,5.921907064
國則,18,18,5.391546398
先預,33,30,5.462132936
場造,12,11,5.415270365
項指,33,30,5.462132936
線投,20,20,5.395646762
新技,23,17,5.704669401
入盤,15,14,5.439760809
行及,17,14,5.575643291
在到,14,14,5.364859185
貨空,30,30,5.372360811
紡錘,29,27,5.453102282
市現,41,41,5.312127723
今收,16,15,5.443784059
結論,20,20,5.395646762
有權,12,12,5.336701098
均穩,12,12,5.336701098
資後,21,21,5.396126996
前還,18,18,5.391546398
少台,12,12,5.336701098
擊大,11,11,5.316849281
油瓶,12,12,5.336701098
量更,13,13,5.352440986
團作,21,19,5.497063869
與塑,12,12,5.336701098
線皆,25,25,5.390505034
為四,14,13,5.433931637
勢就,17,16,5.446295215
要美,14,14,5.364859185
切勿,11,11,5.316849281
及集,16,15,5.443784059
上次,16,16,5.382005389
是維,14,14,5.364859185
拉開,12,12,5.336701098
的威,13,13,5.352440986
新美,22,22,5.395748613
堡達,14,14,5.364859185
在川,40,39,5.346839507
間其,11,11,5.316849281
大而,12,12,5.336701098
撐可,13,12,5.42592611
力後,12,12,5.336701098
機以,15,14,5.439760809
順藥,13,12,5.42592611
解散,21,14,5.805049516
藉此,15,14,5.439760809
識產,11,11,5.316849281
公會,22,14,5.855553642
天然,73,55,5.456206553
里昂,14,12,5.508535567
市三,19,19,5.394173631
口向,14,14,5.364859185
日預,13,13,5.352440986
金自,14,12,5.508535567
性但,13,13,5.352440986
週累,57,17,6.656717477
幅小,21,21,5.396126996
