,NewDate,post_time,title,content
53854,367,2017/7/7 15:24,台股盤後－蘋概星火難燎原 下跌70點失守月線 櫃買下探季線,歐美股市續跌，台股今 (7) 日儘管二線光學持續抗跌，但仍無法擋住電子權值股走跌壓力，其中股王大立光更是僅有一日行情，加上傳產族群也湧現賣壓，指數開低震盪走跌，尾盤更出現賣盤摜壓，終場下跌 70.95 點，以 10297.25 點作收，摜破 10300 點及月線，成交值 823.93 億元。<BR> 櫃買指數更是疲弱，指數開低一路走跌，線上遊戲股成重災區，終場下跌 0.96 點，以 134.17 點作收，直逼季線 134.07 點，成交值 221.53 億元。<BR> 台股今天類股僅剩造紙抗跌，各大類股中以玻陶類股跌幅最重，達 1.7%，汽車、電器電纜、紡纖、電機機械、食品、鋼鐵等跌幅也超過 1%，其他電子、其他類、光電、生醫、半導體、航運、化學生醫、水泥、塑膠、化學、金融、電腦設備、油電燃氣、電子零組件、觀光、建材營造、資訊服務、通信網路、橡膠、電子通路、貿易百貨等也均收黑。<BR> 光學族群今天續由二線光學廠表態，先進光、聯一光、玉晶光等繼續收紅，不過股王大立光則是出現拉回整理，全場均在平盤之下。<BR> 至於電子權值股台積電及鴻海則是繼續走跌，全場也同樣都在盤下整理。連鴻家軍也難擋跌勢，僅正達、臻鼎 - KY、樺漢收紅，訊芯 - KY、群創、GIS-KY、京鼎、台揚、亞太電等跌幅也均在 1% 以上。<BR> 遊戲類股也是一片慘綠，大宇資又亮燈跌停，樂美館、網龍、歐買尬、橘子、鈊象、智冠、華義、棒辣椒等跌幅也超過 1%。<BR> 蘋概股則是由健鼎、旺宏、正崴、穩懋、廣達、TPK-KY 等零星個股點火，但絲毫未能影響盤勢。<BR> 分析師顏逸民表示，台股今天延續之前的走勢，依然呈現修正格局，尤其尾盤更摜破 10300 點的整數關卡及月線 10316 點，直逼 6 月 20 日的跳空缺口 10286 點，尤其下周有台積電、大立光法說會，又有鴻海集團除息秀，預料多方應該會積極守住 10286 點，以免盤勢繼續向下修正。<BR> ? ?
54137,369,2017/7/11 07:50,好旺！上市櫃6月營收2.65兆，年增4.74%(工商時報，無內文),
54582,371,2017/7/13 10:14,焦點股：精誠(6214)緩步填息，盤中填息幅度逾20%,精誠資訊(6214)配發5元現金股利今天除息，參考價為58.8元，股價開盤走揚，盤中填息幅度逾20%，呈現緩步填息走勢。精誠自結6月合併營收為16.85億元，月增55%，年減3.61%。累計上半年合併營收為77.88億元，年增1.07%。<BR> 精誠面對巨量資料浪潮，除推出自有品牌產品Etu Appliance及相關應用Etu Recommender之外，也發表唯一經過Splunk公司認證的「SBOX」，針對Splunk設計應用的融合是大數據運算平台，並已獲得新加坡、印尼以及台灣的電信運營商採用。<BR> 精誠今年本業將往新領域包括大數據、行動支付、Fintech及機器人軟體等發展。
54915,372,2017/7/15 09:07,《各報要聞》沒落跑！蘋概失色，外資轉戰非蘋陣營,"台積電與大立光法說會行情雖然失靈，國際資金昨（14）日並未從台股落跑，而是轉戰非蘋陣營，僅小幅賣超21億元，台股加權指數因而以小跌16點作收；外資法人預期，蘋概股短線將轉趨盤整，靜待台北時間8月2日蘋果法說會後，才會有較為明確的方向。<BR> 受台積電與大立光法說會內容低於外資圈預期影響，蘋概3巨頭昨表現失色，僅鴻海力守平盤115.5元，台積電、大立光分別下跌0.7％、3.09％，收在213元、5,170元，其中，大立光股價相較歷史高點5,430元，已下跌4.79％。<BR> 不過，外資似乎沒有從台股落跑的打算，包括在台股現貨僅賣超21億元、台幣匯率僅走貶3.2分等，幾乎都是「點到為止」，並伺機轉進聯發科等非蘋陣營，外資圈認為，蘋概股需等到台北時間8月2日蘋果法說會後，股價才會有較為明確的方向。<BR> 據駐台外資券商最新出爐研究報告，台積電與大立光都出現財務預估值調整，惟幅度並不大，以台積電為例，樂觀派與保守派的目標價分界點為230元，至於大立光則以5,400元為分界點。<BR> 美銀美林證券半導體分析師程翔指出，7奈米製程是台積電未來5年最主要的成長動力來源，只要產能可以如預期開出，讓客戶更容易轉換，以先前28/16奈米製能所提供客戶低成本經驗來看，7奈米預估可帶動明年與後年每股獲利分別上看14.96元與16.19元。<BR> 至於大立光，看好目標價可達6,000元的元大投顧科技產業分析師蒲得宇認為，今年下半年至明年將有4項利多題材可期待：<BR> 一、受惠於iPhone8，自今年第3季起營收年成長率將會大幅成長，且明年第1季可望淡季不淡；二、i8後置鏡頭平均售價（ASP）預估可達5?5.5美元、高於外資圈預估的4.5美元；三、未來3?6個月在汽車用鏡頭與切入新智慧型手機客戶將有重大突破；四、明年起將同步受惠於7P鏡片（華為可望採用）、大光圈、3倍變焦等趨勢。<BR> 針對大立光第2季毛利率下滑，港商野村證券科技產業分析師李佳伶認為，大立光在良率與價格調整上有其議價能力，因此，第2季毛利率欠佳不會形成結構性問題，從長期角度來看，一旦良率問題解決，毛利率還是可回到正常水準。（新聞來源：工商時報─記者張志榮╱台北報導）"
55679,376,2017/7/20 15:01,《集中市場》三大法人賣超23.4億元，追價風險漸增,受到科技股上漲帶動，周三美股三大指數再創新高！台股今日跟進開高，惟逼近昨日高點後隨即拉回，指數在10500點附近震盪，股王大立光 (3008) 創高後一度翻黑，中華電 (2412) 、聯發科 (2454) 及台塑 (1301) 等權值股普遍熄火，略為削弱多頭士氣，終場加權指數下跌6.74點為10499.36點，未能守住10500點，成交值縮至1019.39億元。今日外資賣超10.7641億元，投信賣超8.9908億元，自營商賣超3.6513億元，三大法人賣超23.4億元。<BR> 盤面上，電子權值股普遍盤整，股王大立光 (3008) 早盤再衝新天價5635元後拉回至平盤，鴻海 (2317) 一度完成填息後翻黑，台積電 (2330) 、日月光 (2311) 力守平盤。傳產股相對弱勢，以汽車與紡纖股跌勢尤重；自行車族群獲法人評為歐元升值概念股，激勵巨大 (9921) 、美利達 (9914) 、愛地雅 (8933) 等馬力十足；食品股卜蜂 (1215) 、大成 (1210) 受到土雞價格下滑影響，Q3營運成長恐將有壓力，股價聯袂下跌2%。金融股失守五日線，國泰金 (2882) 、開發金 (2883) 、台新金 (2887) 、中信金 (2891) 同步收黑。<BR> 今日外資賣超10.7641億元，5日RSI為71.38，10日RSI為64.81，9日K值為83.81，9日D值為76.43，20日乖離率為0.75。台股今日在大立光、台積電及鴻海等蘋概股開高後，獲利了結賣壓隨即出籠，加上逼近前高10545點有壓，終場加權股價指數失守10500點大關。分析師表示，台股今以蘋概股領軍開出高盤，惟因本周已連漲3日，短線追價風險逐漸增高，而下周將公布如景氣對訊號以及貨幣供給年增率，若數字仍未出現改善，代表基本面仍沒有明顯復甦的跡象，操作上宜保守；短線盤面主流為蘋概、被動元件、電動車、半導體、工業4.0等，選股可留意網通、金融、原物料、運輸、業績股。(編輯整理：龍彩霖)
55764,377,2017/7/21 11:16,《TX台股期貨》11:15，08月台指為10340，跌51；成交71475口,
56101,379,2017/7/25 07:34,工商時報晨訊,◆台灣上半年很blue，零售負成長，海嘯來首見。<BR> ◆大陸經濟成長率，IMF上修今明年預估。<BR> ◆昨日用電量，創今年新高，備轉容量率2.54%，更創今年新低。<BR> ◆美元指數，創13個月新低，今年來下滑9%，美經濟數據疲弱、政治紛擾，美元走貶是大勢所趨。<BR> ◆6月工業生產指數，創同期新高，製造業生產指數，連14個月正成長。<BR> ◆大陸資金不放行，TPK、歐菲光結盟案，受阻。<BR> ◆台塑越鋼，越總理到訪背書，王文淵親自接待，宣示打造全球最大高爐煉鋼廠的夢想，正穩步實現。<BR> ◆中鋼上半年獲利，年增25%。<BR> ◆加速法人革新，聚焦4大產業，4年投入50億，精準醫療、自駕車、智慧船舶、高值化複材將成「億元級」重點輔助產業。<BR> ◆6月失業率升至3.74%，但季節調整後的3.78%仍創22個月新低，顯示勞動市場尚屬穩定。<BR> ◆IMF下修美英，今年成長預估，中國、歐洲與日本經濟成長改善，全球仍處於穩健復甦腳步。<BR> ◆歐7月製造業PMI，降至3個月低點。<BR> ◆美7月綜合PMI，創近6個月新高。<BR> ◆OPEC力振油價，俄國點名2國別扯後腿。<BR> ◆睽違3年首返債市，希臘發5年期公債。<BR> ◆爛權醜聞衝擊，安倍支持度剩2成。<BR> ◆改革計畫惹怨，馬克宏支持度暴跌，22年跌幅最大。<BR> ◆涉共謀壟斷，德3車廠遭查，福斯、寶馬、戴姆勒被控在成本、技術等方面涉及產業共謀，股價跳空大跌。<BR> ◆美共享汽車業，遇瓶頸，需求疲弱、車輛遭破壞、叫車軟體盛行。<BR> ◆餘額寶資產淨值，衝破1.4兆元人民幣，超越招行去年個人存款餘額，Q2利潤128億人民幣，較上期大增140億元。<BR> ◆聯手大馬第2大銀行，螞蟻金服，打造大馬支付寶。<BR> ◆惠譽：萬達評級有望升至穩定，富力列負面觀察。<BR> ◆新興亞洲IoT發展，韓國制霸，IoT支出占GDP比重居冠，新加坡與紐西蘭分居二、三，台灣還要加把勁。<BR> ◆強攻高階伺服器領域，Q3營收戰新高，台燿今年每股拼賺5元。<BR> ◆官股券商穩盤，7月接棒買，外資火力暫歇，指數震盪整理，官股券商趁勢回補，大買台積電、鴻海和金融。<BR> ◆被動元件類股，Q3強勢，興勤直逼百元大關，緊追國巨；華新科、立敦、立隆電等匯損壓力減輕，獲利俏。<BR> ◆年底將卡位特斯拉Model 3，中探針，後市看旺。<BR> ◆納諾*-KY，業績逐步走揚。<BR> ◆擴產效益發酵，Q2每股大賺1.14元，宜特，下半年訂單滿手。<BR> ◆景碩第2季EPS 0.14元，創新低。<BR> ◆三陽啟動海外資產開發，潛利驚人，北越河西廠、廈門廈杏廠搬遷開發利益估350億，每股獲利貢獻上看40元。<BR> ◆亞德客Q2、上半年獲利，優預期，EPS分別為5.51元、9.01元；7月接單及出貨不淡。<BR> ◆北極星ADI-PEG 20，啟動聯合用藥臨床。<BR> ◆旭富下半年營運轉強，全年EPS拼3元。<BR> ◆和大雙品牌出擊，攻輔具內銷。<BR> ◆豐興鋼筋連4漲，累計漲幅近7%。<BR> ◆旺宏，Q2淨利季增2倍，受惠NOR Flash價格調漲，單季每股淨利達0.35元，下半年營運展望樂觀。<BR> ◆三星助攻，神盾Q3業績回溫。<BR> ◆廣積小金雞，廣錠下半年力道強。<BR> ◆寶佳買皇普過半股權，以均價11.4元取得侯西峰主導的53%股權，目標持股將達65%。<BR> ◆經緯航，獲中油地熱探勘合約。<BR> ◆岱宇，攻專業格鬥週邊領域。<BR> ◆蘋概股突圍，華通、景碩認購飄香，華通/H2較H1營運可望成長50%；景碩/Q3營收拼季增逾20%。
56104,379,2017/7/25 07:46,《各報要聞》上半年零售負成長，海嘯來首見,今年上半年陸客人數大減4成，導致免稅商店、高單價家庭器具用品買氣大減，前6月零售業營收較去年同期減少82億元、年減0.4％，為近8年首次負成長，上次上半年零售業營收負成長要追溯至金融海嘯時期。<BR> 經濟部統計處昨（24）日公布6月及上半年批發、零售、餐飲業營收。6月份延續「外熱內冷」，與外銷連動性較大的批發業營收年增5.7％，連8個月正成長。相較之下，餐飲業營收在外食消費者物價指數（CPI）上漲2.13％，漲幅26個月來新高的前提之下，仍僅小幅增長0.2％，近乎零增長；反觀零售業的營收更是年減1.8％。<BR> 累計上半年零售業營收年減0.4％。統計處副處長王淑娟表示，陸客減少是上半年零售業營收減少的主因，受陸客影響最大的家庭器具及用品業營收年減119億元。<BR> 王淑娟指出，雖然上半年整體觀光客僅減少5.7％，6月甚至正成長2.2％，顯示在數量上其他國家觀光人數有彌補陸客缺口，但是購買力不如陸客。<BR> 王淑娟分析，每個國家觀光客購買習慣不同，陸客有近半消費用於購物，上半年陸客減少，對百貨業、高單價家電、精品業會有影響。不過王淑娟表示，自去年8月起陸客就顯著減少，所以陸客減少因素造成的衝擊在下半年會逐漸減少。<BR> 但若扣除陸客因素，上半年零售業營收也僅小幅成長0.5％，王淑娟分析，除了陸客因素外，第1季受到暖冬影響，資通訊及家電設備業營收減少84億元，第二季則因汽機車汰舊換新補助效應減弱，汽機車業營收減少41億元，兩種不利因素也拖累上半年表現。<BR> 王淑娟表示，上半年零售業營收是歷年同期次高，餐飲業營收更是同期新高，之所以增幅不如預期，基期因素是原因之一。展望7月批發、零售、餐飲表現，估批發業營收年增約6％；零售業則持續負成長、年減0.9％；餐飲業營收則是年增約0.7％。（新聞來源：工商時報─記者陳鷖人╱台北報導）
56280,380,2017/7/26 06:40,【能源盤後】漲升,PR2F3301.DBP.US.GB.OIL.ECO.（中央社台北2017年7月26日電）路透社報導，由於石油輸出國家組織（OPEC）首要產油國沙烏地阿拉伯誓言下月限制出口量以及銅價攀上兩年來最高點，國際油價今天上揚。<BR>法新社報導，紐約商品交易所西德州中級原油9月交割價上揚1.55美元，站上每桶47.89美元。<BR>倫敦北海布倫特原油9月交割價漲升1.60美元，站上每桶50.20美元。
56298,380,2017/7/26 07:50,《各報要聞》谷歌本業優，FANG概念有喜,美股重量級財報陸續公布，谷歌母公司Alphabet本業獲利優於預期，FANG尖牙股再傳佳音，增添美科技股樂觀氣氛，市場更加期待後續臉書、亞馬遜及蘋果財報可望報喜，吸引資金提前卡位，帶旺台廠概念股。<BR> 由臉書（Facebook）、亞馬遜（Amarzon）、網飛（Netflix）、谷歌（Google）所組成的FANG尖牙股，市場看好其各擁創新科技題材，未來成長動能強勁，今年來扮演美科技股領頭角色，近期公布的最新財報數字更是關注指標，繼網飛（Netflix）第2季獲利飆升後，谷歌在廣告、影音業務也繳出亮眼成績單，牽動台灣電子股表現。<BR> 日盛投顧總經理李秀利指出，美國那斯達克指數今年持續創高，很大部分是受到FANG股價大漲帶動，其成長力道來自市場看好AI人工智慧，以及創新經濟平台兩大區塊發展。<BR> 雖然台灣本身規模經濟不大，但在硬體建置上仍具有一定優勢，像是資料中心需求持續增加、臉書卡位電競、直播商機，以伺服器相關、光纖網通、高階運作系統、散熱等都具備未來成長動能，包含鴻海、大立光等龍頭股，以及搭上此波商機的中小型電子股都獲得買盤青睞。<BR> 李秀利認為，新科技為全球帶來新一波的商業模式，市場對於相關概念股會重新給予評價，買盤資金也改以未來成長性來做為個股主要評判依據，向上追價意願較高，也激勵近期許多電子股股價頻創歷史新高。<BR> 元富投顧總經理劉坤錫表示，綜觀目前美股第2季財報獲利成長表現不錯，並由科技股扮演領頭羊角色，增添市場信心，對於陸續公布財報的重量級科技股期待度高，且盤面氣氛穩定，皆有利台股向上攻堅，除了臉書、亞馬遜、蘋果三巨頭將揭曉獲利數字外，另特斯拉、英特爾、三星都與台廠關聯度較高，同樣是近期關注重點。 （新聞來源：工商時報─陳昱光╱台北報導）
56300,380,2017/7/26 08:00,經濟證券頭條：美律獲利，翻倍,"揚聲器大廠美律(2439)昨(25)日公告第2季每股稅後純益2.89元。美律表示，第3季耳機出貨暢旺，可望帶動營收表現亮眼。<BR> 美律近期受惠營運表現帶動，股價頻創新高，昨日上漲3元，收212元，成交量6,123張。<BR> 美律第2季營收53.68億元，季增18.2%，年增46%，毛利率19%，稅後純益5.4億元，季增69.3%，年增69.2%，每股稅後純益2.89元，為歷年同期高點，累計今年上半年營收98.83億元，年增169%，稅後純益8.59億元，年增169.3%，每股稅後純益4.6元。"
56631,381,2017/7/27 14:50,人民幣躍今年高！人幣多方部位大增、新台幣空翻多,MoneyDJ新聞 2017-07-27 14:50:49 記者 郭妍希 報導<BR>美國聯準會(Fed)週三(7月26日)在結束貨幣政策會議後決定維持利率不變，另外還坦承最近的通膨令人失望，消息傳來衝擊美元指數重挫，新興市場貨幣跳漲，其中人民幣更一口氣躍升至今(2017)年最高價。<BR>嘉實XQ全球贏家系統報價顯示，美元兌人民幣27日盤中最低一度重貶0.43%至6.7229，創2016年10月14日以來盤中低。<BR>不少投資人這兩週來大舉做多亞洲貨幣，其中人民幣的多頭部位更創下去年12月新高。<BR>路透社27日報導(見此)，在7月25-26日Fed貨幣決策出爐前，對分析師、交易員和基金經理人進行的調查顯示，多數新興亞洲貨幣都獲得投資人青睞、加碼做多，人民幣的多方部位更拉升至去年12月高、對韓圜的看法也是5月以來最樂觀。<BR>另一方面，泰銖的多方部位攀升至2015年10月以來高點，即使泰國央行副總裁最近已對泰銖的升速示警，聲稱央行會密切關注匯市波動。不只如此，投資人對新台幣也再次轉多，扭轉兩週前的賣超趨勢(為1月以來首度站在空方)。<BR>MarketWatch報價顯示，追蹤美元兌6種主要貨幣一籃子匯價的ICE美元指數(US Dollar Index，簡稱DXY)26日重挫0.73%、收93.40點，創2016年5月新低。<BR>為何美元最近如此弱勢？PIMCO全球資產管理經濟顧問Joachim Fels 7月26日透過官方部落格直指(見此)，川普(Donald Trump)直接打破美國數十年來恪守的「強勢美元」策略，還不斷以貿易保護政策威脅他國，這種貿易霸凌的行徑，正是扼殺美元多頭的元凶。他認為，除非聯準會(Fed)意外轉趨鷹派、或是川普政府的稅改議程突然有進展，美元才有扭轉劣勢的可能，但目前看來，這兩者都不太可能發生。<BR>不過，有專家從技術指標來看，發現美元已經遭到嚴重超賣。<BR>CNBC 7月26日報導(見此)，美銀美林全球技術分析策略長Paul Ciana在受訪時指出，從美元指數的週K線圖來看，其相對強弱指標(Relative Strength Index，RSI)已經下降至多年以來的低點，意味著美元在經歷最近這波重貶走勢後，已無太多續貶動能。不僅如此，美元指數的空方動能和超賣情況，從2012年以來就沒有這麼嚴重過。他認為，現在對美元的看法應該可以略為轉多。<BR>Ciana建議，想要做多美元的人，最好跟著季節性趨勢走；一般而言，美元在8月通常會強於九大新興市場貨幣，尤其是相對於墨西哥披索。也又是說，投資人不只應該看多美元、也許還可以放空披索。<BR>＊編者按：本文僅供參考之用，並不構成要約、招攬或邀請、誘使、任何不論種類或形式之申述或訂立任何建議及推薦，讀者務請運用個人獨立思考能力，自行作出投資決定，如因相關建議招致損失，概與《精實財經媒體》、編者及作者無涉。
56914,382,2017/7/30 16:20,【專訪】LINE作家盈青拒接家業 鼓起勇氣走自己的路,（中央社記者吳家豪台北2017年7月30日電）甫獲得LINE原創貼圖六月份新人賞第一名的盈青自學畫畫，大三時鼓起勇氣跟媽媽說不想繼續走會計，慢慢獲得支持，還因為戀情在曖昧期就告終，才開始畫LINE貼圖來轉移注意力。<BR>台北商業大學會計系畢業的盈青，在臉書發文的風格很有文青氣息，如同她獲得六月份新人賞的貼圖「傲嬌女子的日常」，畫風甜美可愛，用語及表情非常貼近現在的年輕女孩。<BR>盈青透露，當初是因為戀情在曖昧期就告終，沒有開花結果，開始畫貼圖來轉移注意力，一天就畫了六張，然後就繼續畫完了。畫圖時會開Instagram直播，也會問粉絲衣服要畫什麼顏色，還會發文問粉絲缺什麼貼圖，就像跟粉絲一起完成的感覺。<BR>從小喜歡畫畫的盈青，一路自學，靠自己一直練習，但是因為媽媽覺得畫畫沒前途，才沒往這條路發展，再加上媽媽開設記帳事務所，想培養三個女兒之一接手，所以盈青才讀會計，也順利考到記帳士。<BR>直到大二，盈青突然陷入低潮，每天都不知道自己是不是喜歡會計，隨後開始在Instagram展開「 畫你計畫」，讓朋友私訊給她照片，他幫對方畫畫，竟發現低潮莫名不見，後來覺得可以靠畫畫養活自己。<BR>大三時，盈青已報名會計師補習班，但她鼓起勇氣回新竹，跟媽媽說不想繼續走會計，起初媽媽很不開心，花了很長一段時間持續溝通，才終於獲得諒解。推出貼圖後，身為命理師的爸爸大力推薦，傳到各個群組，盈青也一直被催要出下一版，還有粉絲要求推出男版或冷酷女子版貼圖。<BR>剛畢業的盈青，坦言自己「有點迷惘」，但是至少知道自己喜歡的東西是什麼，「還算蠻幸運的」。平常有接設計案的盈青，最近有跟夥伴一起畫理財桌遊。<BR>對於想投入畫畫或貼圖的新人，盈青的建議是「要聰明的畫畫」，要有人買你的畫，不能只畫給自己懂，而且一定要先跨出那一步，要觀察大家想要用什麼，才賣得出去，因為這也是一種商品。<BR>拿到LINE原創市集六月份新人賞，盈青直言有獎金超開心，也覺得很意外，當初想說賣100組差不多，結果遠超過這個數字，很感謝網友幫忙分享。
57080,383,2017/7/31 15:16,《集中市場》三大法人賣超12.65億元，留意匯市及資金走向,上周五美股漲跌互見，道瓊指數再創盤中及收盤新高，惟Nasdaq、S&P 500小幅收低，台股受到雙颱夾擊今日走勢疲弱，在統一 (1216) 等食品權值股領跌下，早盤一度下探10366.17點，跌破5、10和20日短期均線，所幸尾盤大單敲進大立光 (3008) 及台積電 (2330) 、富邦金 (2881) 等權值股，帶動指數由黑翻紅，終場加權指數上漲4.28點為10427.33點，守住月線及10400點，成交值為955.6億元；月線上漲32.26點，出現連8紅強勁走勢。今日外資賣超12.123億元，投信賣超3.8149億元，自營商買超3.2829億元，三大法人賣超12.65億元。<BR> 電子股方面，權值股台積電 (2330) 、大立光 (3008) 成撐盤要角，下午舉行法說會的聯發科 (2454) 於平盤附近震盪，蘋概股台郡 (6269) 、美律 (2439) 衝高大漲，安控大廠晶睿 (3454) 和嵌入式平台大廠威盛 (2388) 盤中亦挾量攻頂，表現相對強勢。傳產股方面，造紙股成多頭先鋒，榮成 (1909) 、正隆 (1904) 雙雙創下波段新高，寶隆 (1906) 、永豐餘 (1907) 和華紙 (1905) 跟進走高，統一集團出售上海星巴克股權持續發酵，受到上周五外資同步賣超統一超 (2912) 和統一 (1216) ，今日股價仍雙雙走跌3%及1%。金融股最後一盤獲買盤拉抬，指數幾近收平，富邦金 (2881) 、開發金 (2883) 、台新金 (2887) 、新光金 (2888) 擺尾收高。<BR> 今日外資賣超12.123億元，5日RSI為43.88，10日RSI為50.02，9日K值為38.57，9日D值為47.12，20日乖離率為0.01。台股今日在台積電、股王大立光聯袂走高，與富邦金、南亞 (1303) 等權值股穩盤下，使加權股價指數開低震盪趨堅，並拉出月線連8紅佳績。分析師表示，近期台股呈現個股輪動、各自表述的區間整理格局，隨著美國超級財報周登場，可特別關注重要企業的財報表現；台股技術面仍是偏多，隨時注意匯市變化，以及市場的資金移動趨勢。操作上，短線聚焦IC設計、蘋概、太陽能、生技、原物料等，選股可留意人工智慧、3D感測、半導體、被動元件、PCB、電競、網通、金融等。(編輯整理：龍彩霖)
57351,385,2017/8/2 08:23,比特幣確定分裂！新幣價格上沖下洗、飆50%後狂瀉,"MoneyDJ新聞 2017-08-02 08:23:40 記者 陳苓 報導<BR>比特幣內戰喧擾已久，美國時間8月1日終於分裂，出現「Bitcoin Cash」和傳統比特幣打對台。新版比特幣Bitcoin Cash現身之際，價格一度飆漲50%，但是隨即重挫。<BR> CNBC、Inquirer、華爾街日報報導，CoinMarketCap報價顯示，1日Bitcoin Cash期貨價格大漲48%至422美元，但是不久後重挫26%至214美元，價格大約只有原版比特幣的1/10左右(見此的圖一)。<BR> 傳統比特幣7月份大漲10%，8月1日受到分裂問題拖累走低，來到2,776.58美元(見附圖)。<BR> 支援新版虛擬貨幣相當費工夫，不少交易所選擇靜觀其變，不支援Bitcoin Cash。有些認為要是沒有足夠礦工支持，Bitcoin Cash將消失，無須費事更動系統。有的想等情勢更明朗之後再決定。Coindesk、Coinbase等平台都不支持Bitcoin Cash。<BR> Bitcoin Cash前景不明，但是挖礦完成時間比預期更長，讓部分人士憂慮不已。比特幣分裂過後六小時，礦工才完成第一個Bitcoin Cash區塊交易。線上交易投資社群eToro主管Iqbal Gandham說，從第一個區塊挖礦完成時間，可以看出背後的運算資源，外界似乎高估了挖礦實力和礦工的支持程度，實際挖礦時間比預估更久。<BR> 比特幣和Bitcoin Cash的差異在於，Bitcoin Cash的區塊容量將一口氣從1MB增至8MB。比特幣則採取「SegWit2x」(Segregated Witness 2x、隔離見證2x)，解決擴容問題。<BR> CNBC、Fortune、Business Insider先前報導，比特幣人氣旺，但是內建的區塊容量過小，拖慢處理速度，多年來相關人士為了如何解決爭執不休。先前眾人同意啟動新軟體「SegWit2x」(Segregated Witness 2x、隔離見證2x)，把區塊容量由1MB增至2MB(全文見此)。<BR> 上週為止，此一解決方案獲得大多數人支持，比特幣分裂危機降溫。不料突然間由前臉書工程師Amaury Sechet領軍的一小批人馬，堅稱SegWit2x改革腳步過慢，決定自行推出新版比特幣Bitcoin Cash，一口氣把區塊容量增至8MB。<BR> ＊編者按：本文僅供參考之用，並不構成要約、招攬或邀請、誘使、任何不論種類或形式之申述或訂立任何建議及推薦，讀者務請運用個人獨立思考能力，自行作出投資決定，如因相關建議招致損失，概與《精實財經媒體》、編者及作者無涉。"
57536,386,2017/8/3 08:13,神盾8/3起預收款券並每5分鐘撮合一次,神盾股票(代號：6462)自106年8月3日起預收款券並每五分鐘撮合一次<BR>神盾股份有限公司股票（代號：6462）因連續3個營業日達櫃買中心公布或通知注意交易資訊暨處置作業要點第四條第一項第一款經櫃買中心公布注意交易資訊，爰自106年08月03日起10個營業日(106年08月03日至106年08月16日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每5分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券數量單筆達10交易單位或多筆累積達30交易單位以上時，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。
57605,386,2017/8/3 11:15,【台股盤中】台指期一度挫逾千點 現貨摜破10500點,（中央社記者張建中台北2017年8月3日電）8月台股指數期貨早盤一度爆跌至跌停價9408點，大跌逾千點，衝擊台股跳空開低，指數摜破10500點關卡。<BR>至10時50分，大盤指數來到10466.27點，下跌53點，成交量約新台幣575億元。<BR>台指期瞬間大跌千點，引起市場高度關注，傳言猜測不斷，連帶影響台股現貨走勢疲弱。<BR>傳統產業股普遍走跌，其中，食品股表現最弱，類股指數重挫逾1%。<BR>特斯拉第2季財報優於預期，盤後股價大漲7%，帶動供應商和大 (1536) 股價走高，一度達144元，漲幅達3.97%，帶動機電類股表現相對抗跌。<BR>電子股方面，受美國費城半導體指數下挫0.66%影響，包括台積電 (2330) 與聯發科 (2454) 等半導體族群走弱，連帶影響整體電子類股指數跌逾0.5%。
58448,390,2017/8/9 11:10,【台股盤中】電金沒力 跌破10日線,（中央社記者鍾榮峰台北2017年8月9日電）台股盤中電子、金融疲軟，大盤跌破5日均線10523點，暫失10500點整數關卡。法人表示，觀察台股收盤能否守住5日均線，否則台股短期走勢漲多整理，建議相對保守操作。<BR>地緣政治風險再起，美股尾盤走弱、亞股早盤疲弱，台股今天開低走弱，電子、金融疲軟，台積電、鴻海、大立光跌幅1.3%至2.5%間，指數盤中跌破5日線約10523點，10日均線10493點也岌岌可危，月線約10478點仍有支撐。<BR>到10時50分，台股加權指數來到10492點，下跌76點，跌幅0.7%，成交值新台幣574億元。電子股盤中跌1.01%，金融股跌0.65%。<BR>主要電子權值股盤中走弱，台積電 (2330) 盤中來到214.5元，跌1.3%；股王大立光 (3008) 盤中來到5565元，跌1.5%；鴻海 (2317) 盤中來到118元，跌2.48%。其他如聯發科 (2454) 來到282元，跌1.7%；日月光 (2311) 來到37.8元，跌1.3%。<BR>金控股國泰金 (2882) 、富邦金 (2881) 、中信金 (2891) 在平盤下整理；汽車股盤中跌0.9%，水泥跌0.5%。<BR>國泰證期顧問處協理簡伯儀指出，台股開低盤中跌破5日均線和10500點整數關卡，跌破短期均線支撐，預估今天量能在1050億元左右。<BR>簡伯儀指出，觀察台股收盤是否能守住5日均線之上，若無法站上，短期走勢漲多整理。此外，美股拉回，美元指數由貶轉升，恐不利美股推升，短期建議台股採相對保守操作。
