gram,TF,DF,TF_IDF
華新科也,17,16,5.298031303
必需消費,17,16,5.298031303
終場下跌元,17,16,5.298031303
金國泰金中,17,16,5.298031303
前觀望氣氛,17,16,5.298031303
華邦電買超,17,16,5.298031303
友達買超張,17,16,5.298031303
下近個月新,17,16,5.298031303
等權值股拉,17,16,5.298031303
供應鏈股價,17,16,5.298031303
方面宏達電,17,16,5.298031303
交易日上漲,17,16,5.298031303
收紅台股今,17,16,5.298031303
營收與獲利,17,16,5.298031303
蘋果處理器,17,16,5.298031303
大立光領漲,17,16,5.298031303
再創波段高,17,16,5.298031303
原物料價格,17,16,5.298031303
下年來新高,17,16,5.298031303
奇力新大毅,17,16,5.298031303
投資人觀望,17,16,5.298031303
權值電子股,17,16,5.298031303
中華電台灣,17,16,5.298031303
電和大立光,17,16,5.298031303
收復元大關,17,16,5.298031303
舉行股東會,17,16,5.298031303
價再創波段,17,16,5.298031303
開高走高一,17,16,5.298031303
季營收億元,17,16,5.298031303
突破前高點,17,16,5.298031303
權值股普遍,17,16,5.298031303
指數上揚點,17,16,5.298031303
光金玉山金,17,16,5.298031303
續高檔震盪,17,16,5.298031303
美債殖利率,17,16,5.298031303
天王台積電,17,16,5.298031303
蘋果亞馬遜,17,16,5.298031303
三王台積電,17,16,5.298031303
中小型漲價,17,16,5.298031303
豐金臺企銀,17,16,5.298031303
張第名中鋼買,17,16,5.298031303
第名中鋼買超,17,16,5.298031303
名中鋼買超張,17,16,5.298031303
出現黃金交叉,17,16,5.298031303
中信金國泰金,17,16,5.298031303
在點上下點震,17,16,5.298031303
創下年來新高,17,16,5.298031303
點收點成交量,17,16,5.298031303
終場下跌點收,17,16,5.298031303
台積電和大立,17,16,5.298031303
積電和大立光,17,16,5.298031303
股價再創波段,17,16,5.298031303
新光金玉山金,17,16,5.298031303
開高震盪走低,17,16,5.298031303
金表,18,17,5.297616341
一再,18,17,5.297616341
年國,18,17,5.297616341
將落,18,17,5.297616341
一新,18,17,5.297616341
態下,18,17,5.297616341
股浩,18,17,5.297616341
行新,18,17,5.297616341
來不,18,17,5.297616341
有低,18,17,5.297616341
超跌,18,17,5.297616341
激增,18,17,5.297616341
季法,18,17,5.297616341
入盤,18,17,5.297616341
彈可,18,17,5.297616341
位也,18,17,5.297616341
迅杰,18,17,5.297616341
三角,18,17,5.297616341
登點,18,17,5.297616341
定將,18,17,5.297616341
方信,18,17,5.297616341
面影,18,17,5.297616341
是會,18,17,5.297616341
為穩,18,17,5.297616341
數相,18,17,5.297616341
都相,18,17,5.297616341
示新,18,17,5.297616341
股護,18,17,5.297616341
前持,18,17,5.297616341
在投,18,17,5.297616341
進上,18,17,5.297616341
市觀,18,17,5.297616341
日更,18,17,5.297616341
扮多,18,17,5.297616341
經有,18,17,5.297616341
務業,18,17,5.297616341
勉強,18,17,5.297616341
波的,18,17,5.297616341
超下,18,17,5.297616341
達開,18,17,5.297616341
同聲,18,17,5.297616341
共買,18,17,5.297616341
來也,18,17,5.297616341
住台,18,17,5.297616341
高賣,18,17,5.297616341
遇壓,18,17,5.297616341
續縮,18,17,5.297616341
搶先,18,17,5.297616341
亦強,18,17,5.297616341
回多,18,17,5.297616341
要權,18,17,5.297616341
彈金,18,17,5.297616341
及智,18,17,5.297616341
黑本,18,17,5.297616341
股沒,18,17,5.297616341
幅調,18,17,5.297616341
巨擘,18,17,5.297616341
能重,18,17,5.297616341
年才,18,17,5.297616341
值最,18,17,5.297616341
續整,18,17,5.297616341
勢向,18,17,5.297616341
持成,18,17,5.297616341
亦創,18,17,5.297616341
近美,18,17,5.297616341
價聯,18,17,5.297616341
續放,18,17,5.297616341
望將,18,17,5.297616341
籠指,18,17,5.297616341
子大,18,17,5.297616341
許可,18,17,5.297616341
期且,18,17,5.297616341
如期,18,17,5.297616341
和聯,18,17,5.297616341
幅領,18,17,5.297616341
則受,18,17,5.297616341
的塑,18,17,5.297616341
逾傳,18,17,5.297616341
儲存,18,17,5.297616341
市因,18,17,5.297616341
光續,18,17,5.297616341
攸關,18,17,5.297616341
行中,18,17,5.297616341
離前,18,17,5.297616341
盤外,18,17,5.297616341
薄弱,18,17,5.297616341
停滯,18,17,5.297616341
上現,18,17,5.297616341
廣明,18,17,5.297616341
重壓,18,17,5.297616341
大升,18,17,5.297616341
意後,18,17,5.297616341
收新,18,17,5.297616341
來兩,18,17,5.297616341
都大,18,17,5.297616341
與營,18,17,5.297616341
及低,18,17,5.297616341
多久,18,17,5.297616341
在午,18,17,5.297616341
縮表,18,17,5.297616341
跌是,18,17,5.297616341
晶與,18,17,5.297616341
到月日,18,17,5.297616341
重挫的,18,17,5.297616341
下狹幅,18,17,5.297616341
近一個,18,17,5.297616341
勢尚未,18,17,5.297616341
元今天,18,17,5.297616341
也是今,18,17,5.297616341
滬深反,18,17,5.297616341
元收在,18,17,5.297616341
多空拉,18,17,5.297616341
新公布,18,17,5.297616341
方面也,18,17,5.297616341
的大漲,18,17,5.297616341
預料台,18,17,5.297616341
料台股,18,17,5.297616341
但蘋果,18,17,5.297616341
及紡織,18,17,5.297616341
天成為,18,17,5.297616341
維持買,18,17,5.297616341
收元富,18,17,5.297616341
壓力重,18,17,5.297616341
的局面,18,17,5.297616341
也因此,18,17,5.297616341
與汽車,18,17,5.297616341
科友達,18,17,5.297616341
股拉升,18,17,5.297616341
開始走,18,17,5.297616341
點以及,18,17,5.297616341
這一波,18,17,5.297616341
會議紀,18,17,5.297616341
金大漲,18,17,5.297616341
貨貿易,18,17,5.297616341
宜留意,18,17,5.297616341
台灣今,18,17,5.297616341
且月線,18,17,5.297616341
價應聲,18,17,5.297616341
力拉抬,18,17,5.297616341
公司公,18,17,5.297616341
然美股,18,17,5.297616341
鋼鴻海,18,17,5.297616341
及股價,18,17,5.297616341
在下半,18,17,5.297616341
上有利,18,17,5.297616341
跟進反,18,17,5.297616341
場股價,18,17,5.297616341
及題材,18,17,5.297616341
都上漲,18,17,5.297616341
有逾漲,18,17,5.297616341
盤站上,18,17,5.297616341
之上整,18,17,5.297616341
拉出連,18,17,5.297616341
盤面最,18,17,5.297616341
日帶量,18,17,5.297616341
動能仍,18,17,5.297616341
主導盤,18,17,5.297616341
台苯國,18,17,5.297616341
下蘋果,18,17,5.297616341
展現強,18,17,5.297616341
市值再,18,17,5.297616341
勢未變,18,17,5.297616341
近年高,18,17,5.297616341
會旺季,18,17,5.297616341
轉強帶,18,17,5.297616341
股價亦,18,17,5.297616341
市場以,18,17,5.297616341
會主委,18,17,5.297616341
單月新,18,17,5.297616341
利政策,18,17,5.297616341
高標普,18,17,5.297616341
日尾盤,18,17,5.297616341
反上証,18,17,5.297616341
擊台股,18,17,5.297616341
值類股,18,17,5.297616341
營收也,18,17,5.297616341
在歷史,18,17,5.297616341
成長並,18,17,5.297616341
客製化,18,17,5.297616341
台股前,18,17,5.297616341
衝新高,18,17,5.297616341
段行情,18,17,5.297616341
點建議,18,17,5.297616341
日低點,18,17,5.297616341
路其他,18,17,5.297616341
以紡織,18,17,5.297616341
投結果,18,17,5.297616341
在元大,18,17,5.297616341
大漲盤,18,17,5.297616341
是出現,18,17,5.297616341
大規模,18,17,5.297616341
反映在,18,17,5.297616341
整體市,18,17,5.297616341
大漲再,18,17,5.297616341
盤金融,18,17,5.297616341
幅也達,18,17,5.297616341
整體漲,18,17,5.297616341
觀察到,18,17,5.297616341
期帶動,18,17,5.297616341
寫下歷,18,17,5.297616341
預估在,18,17,5.297616341
電則是,18,17,5.297616341
再度衝,18,17,5.297616341
年增創,18,17,5.297616341
出盡的,18,17,5.297616341
波漲勢,18,17,5.297616341
本周三,18,17,5.297616341
上漲居,18,17,5.297616341
期可能,18,17,5.297616341
沒有明,18,17,5.297616341
的企圖,18,17,5.297616341
在大陸,18,17,5.297616341
元開出,18,17,5.297616341
聯網與,18,17,5.297616341
溫台股,18,17,5.297616341
不過週,18,17,5.297616341
枝獨秀,18,17,5.297616341
跌幅較,18,17,5.297616341
周美國,18,17,5.297616341
日轉為,18,17,5.297616341
惟尾盤,18,17,5.297616341
場收盤,18,17,5.297616341
天王台,18,17,5.297616341
股價齊,18,17,5.297616341
國巨今,18,17,5.297616341
四台積電,18,17,5.297616341
回元大關,18,17,5.297616341
隨著美股,18,17,5.297616341
前觀望氣,18,17,5.297616341
華邦電買,18,17,5.297616341
玉山金買,18,17,5.297616341
後市展望,18,17,5.297616341
相對低檔,18,17,5.297616341
成為外資,18,17,5.297616341
名聯電買,18,17,5.297616341
聯發科中,18,17,5.297616341
百貨貿易,18,17,5.297616341
之下指數,18,17,5.297616341
台股未來,18,17,5.297616341
的狀況下,18,17,5.297616341
加上成交,18,17,5.297616341
中多格局,18,17,5.297616341
月線收紅,18,17,5.297616341
最高達元,18,17,5.297616341
可望出現,18,17,5.297616341
持續輪動,18,17,5.297616341
新高鴻海,18,17,5.297616341
月初以來,18,17,5.297616341
華新科及,18,17,5.297616341
投資人觀,18,17,5.297616341
維持千億,18,17,5.297616341
帶動外資,18,17,5.297616341
利空影響,18,17,5.297616341
值電子股,18,17,5.297616341
權值類股,18,17,5.297616341
火力全開,18,17,5.297616341
相對有限,18,17,5.297616341
資金湧入,18,17,5.297616341
至億元月,18,17,5.297616341
預期明年,18,17,5.297616341
股各自表,18,17,5.297616341
看台積電,18,17,5.297616341
零組件供,18,17,5.297616341
公投結果,18,17,5.297616341
零組件股,18,17,5.297616341
達億元創,18,17,5.297616341
衝擊股價,18,17,5.297616341
個月高點,18,17,5.297616341
股除權息,18,17,5.297616341
統計今年,18,17,5.297616341
股東會董,18,17,5.297616341
的歷史新,18,17,5.297616341
鴻家軍也,18,17,5.297616341
友達鴻海,18,17,5.297616341
台積電帶,18,17,5.297616341
持續守穩,18,17,5.297616341
大指數再,18,17,5.297616341
密切關注,18,17,5.297616341
一枝獨秀,18,17,5.297616341
表現可望,18,17,5.297616341
斯拉股價,18,17,5.297616341
禾伸堂華,18,17,5.297616341
新華新科,18,17,5.297616341
開盤大漲,18,17,5.297616341
中小型漲,18,17,5.297616341
成交量僅億,18,17,5.297616341
達新台幣元,18,17,5.297616341
張第名友達,18,17,5.297616341
未平倉多單,18,17,5.297616341
國經濟成長,18,17,5.297616341
漲金融類股,18,17,5.297616341
中信金國泰,18,17,5.297616341
股跌深反彈,18,17,5.297616341
股大漲帶動,18,17,5.297616341
以來的新高,18,17,5.297616341
上下點震盪,18,17,5.297616341
台積電賣超,18,17,5.297616341
台塑集團台,18,17,5.297616341
場下跌點收,18,17,5.297616341
櫃買指數更,18,17,5.297616341
股及金融股,18,17,5.297616341
台股周線收,18,17,5.297616341
下半年進入,18,17,5.297616341
日最高點點,18,17,5.297616341
元大台灣正,18,17,5.297616341
日股價大漲,18,17,5.297616341
高檔震盪走,18,17,5.297616341
股續創新高,18,17,5.297616341
的重要關鍵,18,17,5.297616341
台股昨日在,18,17,5.297616341
勢類股指數,18,17,5.297616341
特斯拉股價,18,17,5.297616341
億美元商品,18,17,5.297616341
貿易戰衝擊,18,17,5.297616341
去年月日以來,18,17,5.297616341
場以點作收上,18,17,5.297616341
日舉行法說會,18,17,5.297616341
等均亮燈漲停,18,17,5.297616341
日買超億元投,18,17,5.297616341
期均線呈多頭,18,17,5.297616341
普爾指數漲點,18,17,5.297616341
勢今日外資買,18,17,5.297616341
點上下點震盪,18,17,5.297616341
上有壓下有撐,18,17,5.297616341
張陳浩指出台,18,17,5.297616341
大型權值股台,18,17,5.297616341
與股王大立光,18,17,5.297616341
指數收在今日,18,17,5.297616341
元大台灣反聯,18,17,5.297616341
在台積電領軍,18,17,5.297616341
達新台幣億元,18,17,5.297616341
創新高台股今,18,17,5.297616341
小跌點以點作,18,17,5.297616341
創歷年同期新,18,17,5.297616341
算以,16,15,5.297270301
運轉,16,15,5.297270301
會高,16,15,5.297270301
人力,16,15,5.297270301
股放,16,15,5.297270301
補了,16,15,5.297270301
示本,16,15,5.297270301
也傳,16,15,5.297270301
不遠,16,15,5.297270301
重台,16,15,5.297270301
不算,16,15,5.297270301
先反,16,15,5.297270301
力有,16,15,5.297270301
對明,16,15,5.297270301
源等,16,15,5.297270301
果電,16,15,5.297270301
理林,16,15,5.297270301
貨上,16,15,5.297270301
型的,16,15,5.297270301
的網,16,15,5.297270301
在區,16,15,5.297270301
超天,16,15,5.297270301
科跌,16,15,5.297270301
配置,16,15,5.297270301
空對,16,15,5.297270301
前量,16,15,5.297270301
是量,16,15,5.297270301
科晶,16,15,5.297270301
指多,16,15,5.297270301
景岳,16,15,5.297270301
率有,16,15,5.297270301
且指,16,15,5.297270301
但後,16,15,5.297270301
會續,16,15,5.297270301
府政,16,15,5.297270301
碩鴻,16,15,5.297270301
張創,16,15,5.297270301
打擊,16,15,5.297270301
都創,16,15,5.297270301
率在,16,15,5.297270301
居第,16,15,5.297270301
利金,16,15,5.297270301
聯想,16,15,5.297270301
方不,16,15,5.297270301
入美,16,15,5.297270301
先上,16,15,5.297270301
報股,16,15,5.297270301
者大,16,15,5.297270301
看增,16,15,5.297270301
的攻,16,15,5.297270301
亦為,16,15,5.297270301
待盤,16,15,5.297270301
為宏,16,15,5.297270301
同獲,16,15,5.297270301
個半,16,15,5.297270301
輪流,16,15,5.297270301
以新,16,15,5.297270301
的超,16,15,5.297270301
不下,16,15,5.297270301
示警,16,15,5.297270301
淡定,16,15,5.297270301
愈高,16,15,5.297270301
捷敏,16,15,5.297270301
底台,16,15,5.297270301
增的,16,15,5.297270301
大尺,16,15,5.297270301
單再,16,15,5.297270301
天連,16,15,5.297270301
息利,16,15,5.297270301
德英,16,15,5.297270301
銀彈,16,15,5.297270301
逾角,16,15,5.297270301
有逢,16,15,5.297270301
週邊,16,15,5.297270301
長年,16,15,5.297270301
大旗,16,15,5.297270301
而從,16,15,5.297270301
長其,16,15,5.297270301
逾為,16,15,5.297270301
的回,16,15,5.297270301
看衰,16,15,5.297270301
業金,16,15,5.297270301
異的,16,15,5.297270301
股紛,16,15,5.297270301
新總,16,15,5.297270301
的計,16,15,5.297270301
和高,16,15,5.297270301
變成,16,15,5.297270301
的潛,16,15,5.297270301
績不,16,15,5.297270301
已上,16,15,5.297270301
是其,16,15,5.297270301
錢回,16,15,5.297270301
他強,16,15,5.297270301
及宏,16,15,5.297270301
為關,16,15,5.297270301
級股,16,15,5.297270301
局業,16,15,5.297270301
也說,16,15,5.297270301
揚走,16,15,5.297270301
元若,16,15,5.297270301
來市,16,15,5.297270301
報季,16,15,5.297270301
待美,16,15,5.297270301
下對,16,15,5.297270301
真正,16,15,5.297270301
賣的,16,15,5.297270301
無疑,16,15,5.297270301
破上,16,15,5.297270301
高昨,16,15,5.297270301
轉好,16,15,5.297270301
續為,16,15,5.297270301
報中,16,15,5.297270301
賣盤,16,15,5.297270301
增法,16,15,5.297270301
當有,16,15,5.297270301
量近,16,15,5.297270301
拓展,16,15,5.297270301
多訊,16,15,5.297270301
股業,16,15,5.297270301
普將,16,15,5.297270301
資降,16,15,5.297270301
域的,16,15,5.297270301
向美,16,15,5.297270301
過權,16,15,5.297270301
並再,16,15,5.297270301
線糾,16,15,5.297270301
於所,16,15,5.297270301
意美,16,15,5.297270301
名新,16,15,5.297270301
交通,16,15,5.297270301
從周,16,15,5.297270301
列的,16,15,5.297270301
等週,16,15,5.297270301
國有,16,15,5.297270301
逆風,16,15,5.297270301
有蘋,16,15,5.297270301
遜於,16,15,5.297270301
理劉,16,15,5.297270301
臨的,16,15,5.297270301
減成,16,15,5.297270301
華信,16,15,5.297270301
放棄,16,15,5.297270301
人才,16,15,5.297270301
之首,16,15,5.297270301
呈現走,16,15,5.297270301
僅小跌,16,15,5.297270301
觀察近,16,15,5.297270301
重災區,16,15,5.297270301
年月下,16,15,5.297270301
震盪翻,16,15,5.297270301
軍反彈,16,15,5.297270301
漲逼近,16,15,5.297270301
翻黑台,16,15,5.297270301
品水泥,16,15,5.297270301
及奈米,16,15,5.297270301
公司財,16,15,5.297270301
季淡季,16,15,5.297270301
首季營,16,15,5.297270301
先觀察,16,15,5.297270301
和富邦,16,15,5.297270301
功而返,16,15,5.297270301
鴻海強,16,15,5.297270301
市場可,16,15,5.297270301
走勢將,16,15,5.297270301
由貿易,16,15,5.297270301
率預估,16,15,5.297270301
激勵國,16,15,5.297270301
中焦點,16,15,5.297270301
點僅差,16,15,5.297270301
格局預,16,15,5.297270301
也連續,16,15,5.297270301
在點間,16,15,5.297270301
週一開,16,15,5.297270301
美元下,16,15,5.297270301
將於今,16,15,5.297270301
再度跌,16,15,5.297270301
恐影響,16,15,5.297270301
帶動日,16,15,5.297270301
振乏力,16,15,5.297270301
日公佈,16,15,5.297270301
公司表,16,15,5.297270301
網通等,16,15,5.297270301
跌另外,16,15,5.297270301
港股市,16,15,5.297270301
亞科中,16,15,5.297270301
日及月,16,15,5.297270301
日日及,16,15,5.297270301
留意國,16,15,5.297270301
多方強,16,15,5.297270301
電生技,16,15,5.297270301
電廣達,16,15,5.297270301
較之下,16,15,5.297270301
穩向上,16,15,5.297270301
相當明,16,15,5.297270301
出爐的,16,15,5.297270301
的報告,16,15,5.297270301
跌幅居,16,15,5.297270301
元之下,16,15,5.297270301
盪難免,16,15,5.297270301
中鋼鴻,16,15,5.297270301
數據不,16,15,5.297270301
中突破,16,15,5.297270301
動加上,16,15,5.297270301
於低檔,16,15,5.297270301
服務業,16,15,5.297270301
股衝鋒,16,15,5.297270301
住紅盤,16,15,5.297270301
與外資,16,15,5.297270301
場樂觀,16,15,5.297270301
今日帶,16,15,5.297270301
可能延,16,15,5.297270301
多於漲,16,15,5.297270301
商務部,16,15,5.297270301
業績亮,16,15,5.297270301
買超加,16,15,5.297270301
也不錯,16,15,5.297270301
的訊號,16,15,5.297270301
不偏空,16,15,5.297270301
於上周,16,15,5.297270301
紅收在,16,15,5.297270301
光和碩,16,15,5.297270301
體蘋果,16,15,5.297270301
明顯減,16,15,5.297270301
月日舉,16,15,5.297270301
幅加碼,16,15,5.297270301
動全球,16,15,5.297270301
多頭重,16,15,5.297270301
也顯示,16,15,5.297270301
近游走,16,15,5.297270301
新低價,16,15,5.297270301
線量能,16,15,5.297270301
開始反,16,15,5.297270301
上表現,16,15,5.297270301
高表現,16,15,5.297270301
指數還,16,15,5.297270301
政策會,16,15,5.297270301
布蘭特,16,15,5.297270301
走高後,16,15,5.297270301
調降台,16,15,5.297270301
超過另,16,15,5.297270301
要客戶,16,15,5.297270301
頭權值,16,15,5.297270301
展望將,16,15,5.297270301
陸續發,16,15,5.297270301
跡象加,16,15,5.297270301
上最大,16,15,5.297270301
部分美,16,15,5.297270301
股第季,16,15,5.297270301
後市可,16,15,5.297270301
溫帶動,16,15,5.297270301
營收續,16,15,5.297270301
期個股,16,15,5.297270301
股擺脫,16,15,5.297270301
年最高,16,15,5.297270301
配合台,16,15,5.297270301
並表示,16,15,5.297270301
月日為,16,15,5.297270301
數午盤,16,15,5.297270301
下跌但,16,15,5.297270301
級個股,16,15,5.297270301
股除息,16,15,5.297270301
度追高,16,15,5.297270301
幅領先,16,15,5.297270301
量維持,16,15,5.297270301
深港通,16,15,5.297270301
鴻海亦,16,15,5.297270301
今明年,16,15,5.297270301
四個月,16,15,5.297270301
動金融,16,15,5.297270301
上市新,16,15,5.297270301
指數飆,16,15,5.297270301
於日均,16,15,5.297270301
功突破,16,15,5.297270301
今天除,16,15,5.297270301
價為元,16,15,5.297270301
整理指,16,15,5.297270301
場多在,16,15,5.297270301
新高週,16,15,5.297270301
預估明,16,15,5.297270301
海旗下,16,15,5.297270301
設計廠,16,15,5.297270301
吸引國,16,15,5.297270301
大多數,16,15,5.297270301
財報及,16,15,5.297270301
黑道瓊,16,15,5.297270301
點重返,16,15,5.297270301
新揚科,16,15,5.297270301
有相當,16,15,5.297270301
股連兩,16,15,5.297270301
幅下滑,16,15,5.297270301
線周線,16,15,5.297270301
台股力,16,15,5.297270301
美元新,16,15,5.297270301
重返元,16,15,5.297270301
國投資,16,15,5.297270301
遠高於,16,15,5.297270301
股攻高,16,15,5.297270301
立法院,16,15,5.297270301
戰開打,16,15,5.297270301
合晶等,16,15,5.297270301
國巨漲,16,15,5.297270301
帶動國,16,15,5.297270301
內資買,16,15,5.297270301
整體營,16,15,5.297270301
前公布,16,15,5.297270301
留倉口,16,15,5.297270301
在午盤,16,15,5.297270301
國巨及,16,15,5.297270301
以被動,16,15,5.297270301
負債表,16,15,5.297270301
力守萬,16,15,5.297270301
場氛圍,16,15,5.297270301
戰台股,16,15,5.297270301
家表示,16,15,5.297270301
終場大跌,16,15,5.297270301
力挺台股,16,15,5.297270301
今年第一,16,15,5.297270301
守點大關,16,15,5.297270301
回點關卡,16,15,5.297270301
股今天由,16,15,5.297270301
食品水泥,16,15,5.297270301
於金融股,16,15,5.297270301
股新台幣,16,15,5.297270301
元收在元,16,15,5.297270301
無功而返,16,15,5.297270301
蘋果大漲,16,15,5.297270301
盤中焦點,16,15,5.297270301
大立光持,16,15,5.297270301
預料台股,16,15,5.297270301
盤中亮燈,16,15,5.297270301
再度出現,16,15,5.297270301
今天成為,16,15,5.297270301
南亞科賣,16,15,5.297270301
永豐金等,16,15,5.297270301
欲振乏力,16,15,5.297270301
以及外資,16,15,5.297270301
嘉晶合晶,16,15,5.297270301
指數是否,16,15,5.297270301
昨日大漲,16,15,5.297270301
逆勢收紅,16,15,5.297270301
費者物價,16,15,5.297270301
股價轉強,16,15,5.297270301
豐金賣超,16,15,5.297270301
打入跌停,16,15,5.297270301
相較之下,16,15,5.297270301
次為鴻海,16,15,5.297270301
股市走勢,16,15,5.297270301
股漲幅居,16,15,5.297270301
震盪難免,16,15,5.297270301
表現可期,16,15,5.297270301
在下半年,16,15,5.297270301
上點之上,16,15,5.297270301
族群也因,16,15,5.297270301
盤中突破,16,15,5.297270301
跟進反彈,16,15,5.297270301
下大立光,16,15,5.297270301
走勢震盪,16,15,5.297270301
由蘋概股,16,15,5.297270301
股價帶量,16,15,5.297270301
市場樂觀,16,15,5.297270301
台苯國喬,16,15,5.297270301
掛牌以來,16,15,5.297270301
蘋概股則,16,15,5.297270301
日盤中一,16,15,5.297270301
作收下跌,16,15,5.297270301
為連續第,16,15,5.297270301
台股進入,16,15,5.297270301
包括台塑,16,15,5.297270301
建議逢低,16,15,5.297270301
單月新高,16,15,5.297270301
附近游走,16,15,5.297270301
大立光雙,16,15,5.297270301
類股走強,16,15,5.297270301
營收月增,16,15,5.297270301
預估第季,16,15,5.297270301
琪瑪康普,16,15,5.297270301
度站上萬,16,15,5.297270301
出籠指數,16,15,5.297270301
第一金台,16,15,5.297270301
主要原因,16,15,5.297270301
單季獲利,16,15,5.297270301
蘋概股鴻,16,15,5.297270301
指數午盤,16,15,5.297270301
日連三紅,16,15,5.297270301
漲幅也達,16,15,5.297270301
除息點數,16,15,5.297270301
順利填息,16,15,5.297270301
上半年營,16,15,5.297270301
金上証正,16,15,5.297270301
成功突破,16,15,5.297270301
加碼評等,16,15,5.297270301
鴻海旗下,16,15,5.297270301
價跌量縮,16,15,5.297270301
維持成長,16,15,5.297270301
可留意蘋,16,15,5.297270301
指出蘋果,16,15,5.297270301
大幅升值,16,15,5.297270301
新高推升,16,15,5.297270301
點續創年,16,15,5.297270301
溫和上漲,16,15,5.297270301
穩健成長,16,15,5.297270301
因為美國,16,15,5.297270301
台指期下,16,15,5.297270301
後續台股,16,15,5.297270301
平盤整理,16,15,5.297270301
止跌回升,16,15,5.297270301
大型企業,16,15,5.297270301
合約結算,16,15,5.297270301
後市表現,16,15,5.297270301
短線對於,16,15,5.297270301
指數漲逾,16,15,5.297270301
下跌點作,16,15,5.297270301
玉晶光聯,16,15,5.297270301
中國進口,16,15,5.297270301
億美元中,16,15,5.297270301
美元中國,16,15,5.297270301
華新科台,16,15,5.297270301
產負債表,16,15,5.297270301
市場氛圍,16,15,5.297270301
大立光穩,16,15,5.297270301
受貿易戰,16,15,5.297270301
裁魏哲家,16,15,5.297270301
反彈帶動下,16,15,5.297270301
股表現較佳,16,15,5.297270301
有機會帶動,16,15,5.297270301
股價指數收,16,15,5.297270301
股早盤開高,16,15,5.297270301
表現相對較,16,15,5.297270301
股盤中大漲,16,15,5.297270301
超級財報周,16,15,5.297270301
升台股指數,16,15,5.297270301
一度失守點,16,15,5.297270301
點三大法人,16,15,5.297270301
消費者物價,16,15,5.297270301
連紅台股今,16,15,5.297270301
空單降到口,16,15,5.297270301
短天期均線,16,15,5.297270301
積電開發金,16,15,5.297270301
淨空單增加,16,15,5.297270301
亮燈漲停帶,16,15,5.297270301
美琪瑪康普,16,15,5.297270301
子金融傳產,16,15,5.297270301
於多方有利,16,15,5.297270301
科技股領漲,16,15,5.297270301
半導體設計,16,15,5.297270301
收在點漲幅,16,15,5.297270301
台股今天收,16,15,5.297270301
表示台股指,16,15,5.297270301
三大指數再,16,15,5.297270301
回所有均線,16,15,5.297270301
月合約結算,16,15,5.297270301
盤一度大漲,16,15,5.297270301
光金兆豐金,16,15,5.297270301
而復失成交,16,15,5.297270301
大指數收高,16,15,5.297270301
點一舉收復,16,15,5.297270301
資產負債表,16,15,5.297270301
力新華新科,16,15,5.297270301
亞光先進光,16,15,5.297270301
必需消費品,16,15,5.297270301
總裁魏哲家,16,15,5.297270301
貿易戰可望,16,15,5.297270301
第一個交易日,16,15,5.297270301
共同執行長劉,16,15,5.297270301
同執行長劉德,16,15,5.297270301
執行長劉德音,16,15,5.297270301
指數收在點上,16,15,5.297270301
數收在點上漲,16,15,5.297270301
華邦電買超張,16,15,5.297270301
超張第名開發,16,15,5.297270301
鋼買超張第名,16,15,5.297270301
台股今天開盤,16,15,5.297270301
股方面宏達電,16,15,5.297270301
指數震盪走高,16,15,5.297270301
台積電開發金,16,15,5.297270301
電子金融傳產,16,15,5.297270301
台股指數今日,16,15,5.297270301
對於多方有利,16,15,5.297270301
高檔震盪走勢,16,15,5.297270301
創新高激勵台,16,15,5.297270301
斯達克指數創,16,15,5.297270301
出現獲利了結,16,15,5.297270301
新光金兆豐金,16,15,5.297270301
得而復失成交,16,15,5.297270301
去年同期增加,16,15,5.297270301
奇力新華新科,16,15,5.297270301
在美中貿易戰,16,15,5.297270301
準會主席鮑爾,16,15,5.297270301
下行,28,26,5.296793412
以盤,28,26,5.296793412
股挑,28,26,5.296793412
開會,28,26,5.296793412
是關,28,26,5.296793412
夥伴,28,26,5.296793412
新公,28,26,5.296793412
後年,28,26,5.296793412
買點,28,26,5.296793412
後連,28,26,5.296793412
說法,28,26,5.296793412
且連,28,26,5.296793412
助威,28,26,5.296793412
後回,28,26,5.296793412
高仍,28,26,5.296793412
逾元,28,26,5.296793412
科妍,28,26,5.296793412
盤站,28,26,5.296793412
於半,28,26,5.296793412
日帶,28,26,5.296793412
元目,28,26,5.296793412
電萬,28,26,5.296793412
貨連,28,26,5.296793412
擊台,28,26,5.296793412
取消,28,26,5.296793412
降台,28,26,5.296793412
將到,28,26,5.296793412
能增,28,26,5.296793412
股波,28,26,5.296793412
數預,28,26,5.296793412
數增,28,26,5.296793412
黑收,28,26,5.296793412
前季,28,26,5.296793412
彈收,28,26,5.296793412
科合,28,26,5.296793412
華擎,28,26,5.296793412
量能回,28,26,5.296793412
情啟動,28,26,5.296793412
國市場,28,26,5.296793412
受到中,28,26,5.296793412
是蘋果,28,26,5.296793412
高達元,28,26,5.296793412
價再度,28,26,5.296793412
助攻下,28,26,5.296793412
日下午,28,26,5.296793412
方面今,28,26,5.296793412
不同調,28,26,5.296793412
度站回,28,26,5.296793412
年線後,28,26,5.296793412
光等蘋,28,26,5.296793412
續收復,28,26,5.296793412
原先預,28,26,5.296793412
市普遍,28,26,5.296793412
於明年,28,26,5.296793412
因外資,28,26,5.296793412
舉突破,28,26,5.296793412
震盪加,28,26,5.296793412
升息預,28,26,5.296793412
