gram,TF,DF,TF_IDF
跌指,92,91,4.643988633
數走,145,133,4.432553128
看大,22,22,5.114747058
盤呈,23,23,5.111306896
現第,22,21,5.162071928
第三,426,283,3.89858442
數與,18,18,5.120999547
與月,116,100,4.676213779
月均,27,24,5.217074725
線之,397,307,3.73847024
間的,60,57,4.917540202
的負,19,19,5.120809943
跌回,153,124,4.56216492
穩的,23,20,5.254658675
象但,15,15,5.113509985
但仍,161,157,4.265244172
市的,104,89,4.756538108
局勢,128,102,4.714728681
勢變,13,13,5.098848254
若未,25,25,5.102843513
扭轉,48,41,5.129663554
轉台,11,11,5.071959866
線仍,135,122,4.506401918
仍呈,41,41,4.998693119
提早,18,17,5.176983493
全倒,26,24,5.181905152
守年,66,55,5.034545654
撐中,23,20,5.254658675
國人,45,36,5.225896951
幣匯,147,96,4.889324766
崩跌,68,53,5.103261831
恐慌,218,173,4.299615605
情緒,199,162,4.342730026
的系,16,14,5.245416103
系統,189,146,4.46122543
四大,375,322,3.638705042
大指,591,485,3.168924019
數再,148,136,4.414311828
週四,392,234,4.156481497
市開,39,38,5.042646362
現其,15,15,5.113509985
中亞,17,17,5.120000896
的震,21,21,5.117549079
自中,14,12,5.251081898
國股,271,195,4.24286418
深圳,33,28,5.235469929
兩市,20,13,5.550102732
小時,49,39,5.205224708
四個,26,22,5.273163519
就有,49,47,4.987229374
有兩,12,12,5.087278495
兩日,81,75,4.801589059
日因,39,37,5.072655742
全日,30,28,5.149423092
停止,50,44,5.080807429
也為,19,19,5.120809943
為亞,20,20,5.119610754
帶來,94,80,4.824974295
沉重,186,166,4.269471419
重的,91,89,4.665110247
壓今,17,16,5.178726249
數在,191,177,4.193088706
在金,47,47,4.953677922
股兩,16,15,5.179373564
兩大,135,119,4.540249808
數權,13,12,5.172333377
挫下,21,21,5.117549079
下開,62,62,4.840777565
中重,39,35,5.135187666
點直,17,17,5.120000896
直接,148,136,4.414311828
接跌,12,11,5.165847762
的支,62,59,4.900924782
撐台,78,74,4.791389876
電金,178,151,4.378232513
數天,21,21,5.117549079
點開,295,273,3.781372804
引發,291,249,3.913340012
發中,14,13,5.176477967
的多,84,75,4.827663658
殺多,48,41,5.129663554
多賣,17,15,5.241242886
櫃買,593,447,3.303852018
重跌,96,87,4.731170781
場僅,35,35,5.042045963
漲來,11,11,5.071959866
國的,98,82,4.822267694
上國,79,75,4.783663814
進入,513,410,3.387958542
倒數,32,30,5.132626647
人進,37,36,5.058455548
場意,27,24,5.217074725
較低,51,47,5.019438402
連四,46,38,5.182173404
四日,116,100,4.676213779
日的,419,287,3.868776119
挫後,19,18,5.174317574
續出,32,32,5.062410491
現補,27,23,5.262014608
補跌,141,95,4.875708377
效應,231,196,4.149672189
建議,591,427,3.377545094
因應,97,88,4.723485919
後分,73,73,4.760642138
析國,22,22,5.114747058
市重,38,35,5.11283002
挫蘋,26,24,5.181905152
弱台,137,132,4.408276227
股昨,234,177,4.305783995
千點,44,31,5.378341449
之後,293,240,3.972129252
線的,108,102,4.602769083
匯率,268,175,4.397999696
官方,37,28,5.338760562
方中,13,13,5.098848254
於昨,35,34,5.07407356
日大,201,185,4.157995854
幅下,65,62,4.876353099
下調,55,47,5.080230917
導致,356,300,3.724867609
認為,734,562,3.000611366
為人,69,24,6.091432331
行中,13,13,5.098848254
央行,244,154,4.533786267
有意,70,61,4.952238836
引導,13,13,5.098848254
導人,18,16,5.236362425
幣走,45,44,4.994669015
走貶,67,63,4.879531253
蘭特,17,14,5.308074325
每桶,71,44,5.367490034
破美,34,31,5.150520797
改寫,62,54,5.008315285
年半,46,43,5.039223625
半新,15,15,5.113509985
數同,48,48,4.946112802
挫而,26,26,5.097955592
鄰近,13,13,5.098848254
近的,34,32,5.115616046
的中,193,171,4.248078509
更在,16,16,5.117594894
左右,274,216,4.096071511
盤台,153,135,4.444611325
股除,81,74,4.8185442
欠佳,31,28,5.179026022
面臨,412,340,3.594915598
勢上,168,159,4.27209701
容易,58,52,5.001660963
此今,17,17,5.120000896
還不,31,31,5.06889871
點並,65,65,4.818627427
並跌,45,44,4.994669015
等蘋,82,77,4.777083054
的弱,26,25,5.139090652
勢也,61,57,4.930246846
也有,222,188,4.188942875
的效,22,22,5.114747058
效果,48,41,5.129663554
財經,131,115,4.567592679
媒體,162,134,4.489618982
日經,101,86,4.781235933
報導,572,367,3.611929482
果將,35,33,5.107057344
將在,267,230,3.989224951
季將,39,35,5.135187666
的產,63,56,4.976564933
削減,27,26,5.1325554
供應,597,409,3.452101586
繼昨,22,21,5.162071928
日股,357,278,3.843654996
價重,135,116,4.574961992
日持,52,52,4.915824813
續弱,86,77,4.810994639
勢不,158,146,4.355286645
電及,217,185,4.199867492
股出,87,84,4.708145843
現買,19,19,5.120809943
不少,112,101,4.639781521
時加,13,13,5.098848254
元從,15,15,5.113509985
看台,102,100,4.590977467
在跌,56,53,4.95134296
撐後,12,12,5.087278495
前看,38,37,5.050570349
看來,77,65,4.944668254
較大,198,178,4.204999764
大的,219,191,4.15857892
撐在,43,42,5.010705831
線至,17,17,5.120000896
也就,44,42,5.029702829
是國,21,19,5.218485952
不止,22,21,5.162071928
資加,48,47,4.970628408
超不,26,25,5.139090652
至跌,30,29,5.111671847
破上,18,18,5.120999547
次的,20,19,5.170869407
的低,92,83,4.762431375
且日,20,20,5.119610754
標在,22,22,5.114747058
在高,89,84,4.723955553
高檔,572,435,3.334546511
檔轉,14,12,5.251081898
交叉,241,205,4.106436571
前仍,88,81,4.762601559
續向,72,67,4.857112474
當中,105,81,4.886671945
周指,49,45,5.038034653
標也,29,29,5.081289621
是持,36,36,5.035018257
下的,79,71,4.852635785
再加,101,94,4.665180794
上月,95,87,4.723956278
月指,15,15,5.113509985
開口,29,28,5.118816484
面對,88,82,4.746910901
於多,49,41,5.146795667
當不,17,17,5.120000896
日及,65,62,4.876353099
及日,122,108,4.606477187
線已,54,52,4.945490614
由上,37,37,5.027895942
破日,229,185,4.229292408
線且,37,35,5.0898761
短天,19,18,5.174317574
天期,46,33,5.345319662
頭反,16,16,5.117594894
反壓,178,156,4.332246705
力相,11,11,5.071959866
八大,96,89,4.701733515
泥股,73,65,4.904980822
股之,69,63,4.901587476
都呈,42,42,4.991261805
現下,87,81,4.754573395
董事,334,229,4.109096638
事長,244,182,4.288028875
能是,38,34,5.145307244
來成,17,14,5.308074325
勢的,220,198,4.108793912
點未,31,29,5.141057753
未來,612,465,3.250919993
二三,11,11,5.071959866
三年,30,30,5.075200555
退的,14,14,5.107405516
的機,116,97,4.716751243
機率,203,158,4.390020487
率大,34,32,5.115616046
大增,124,105,4.654863532
早已,16,15,5.179373564
已反,20,20,5.119610754
反應,261,222,4.030263562
應在,22,22,5.114747058
在近,38,35,5.11283002
期的,174,150,4.374288075
的股,366,155,4.759455335
價的,53,49,5.001103761
的表,145,111,4.680811128
綜指,18,14,5.367150068
指大,14,13,5.176477967
上海,122,95,4.778387893
也大,58,56,4.912720909
跌以,105,85,4.823426649
上反,22,21,5.162071928
反向,36,33,5.131617249
深反,275,192,4.273887159
及上,19,19,5.120809943
上証,296,213,4.157120847
日都,12,12,5.087278495
都大,16,15,5.179373564
反觀,56,54,4.929033471
正向,49,44,5.064290529
槓桿,31,20,5.543083812
是重,62,59,4.900924782
於今,74,68,4.858878732
日盤,235,178,4.299902704
大也,21,20,5.166755278
也引,20,20,5.119610754
引來,13,13,5.098848254
量較,42,30,5.374592071
較昨,28,25,5.207580023
於股,32,31,5.096952211
光持,19,19,5.120809943
破底,203,156,4.408319171
股后,116,91,4.801729711
漢微,63,45,5.242433738
微科,63,45,5.242433738
科今,33,28,5.235469929
日也,65,64,4.837567849
挫跌,155,101,4.854504318
先行,63,56,4.976564933
避開,46,43,5.039223625
開高,678,462,3.299874017
高價,233,179,4.286975133
價及,15,14,5.178712693
及高,35,34,5.07407356
益比,117,68,5.195796117
休市,87,71,4.922792294
上蘋,96,89,4.701733515
點守,39,37,5.072655742
關法,18,17,5.176983493
示近,36,34,5.098474846
點投,19,19,5.120809943
過度,85,77,4.802666957
前宣,12,12,5.087278495
股連,166,148,4.365467129
連袂,51,47,5.019438402
袂重,12,12,5.087278495
路下,35,35,5.042045963
卡最,17,17,5.120000896
漸收,29,26,5.198067984
場仍,124,118,4.498049609
仍大,50,48,4.978817237
線約,65,47,5.214729224
約點,199,151,4.443470623
場台,186,180,4.154500903
數收,539,368,3.582711518
金額,667,391,3.570871509
到新,59,59,4.863120508
跌市,22,22,5.114747058
出蘋,52,51,4.938729325
果第,11,11,5.071959866
季出,26,21,5.321954158
量將,49,41,5.146795667
將減,27,23,5.262014608
紛紛,162,151,4.323134542
電收,132,131,4.395890228
場收,372,258,3.978768953
跌鴻,78,76,4.757894004
收元,316,95,5.418312608
跌和,44,32,5.341892771
成收,14,14,5.107405516
非蘋,33,28,5.235469929
機市,46,31,5.417619518
趨緩,119,104,4.640748176
落難,14,14,5.107405516
會表,17,16,5.178726249
跌主,57,56,4.899293217
要受,43,38,5.125171365
到國,52,50,4.96208742
將持,131,122,4.487597293
密切,60,58,4.896556442
察國,20,19,5.170869407
執行,122,103,4.670014629
示國,30,29,5.111671847
金會,45,27,5.557385971
適時,25,22,5.235970735
穩定,217,181,4.231541017
心台,42,42,4.991261805
台新,322,274,3.81725149
國通,15,15,5.113509985
成指,45,38,5.163596614
出近,36,32,5.165779578
近日,276,245,3.911574715
日全,49,46,5.012355876
市因,16,16,5.117594894
因中,30,29,5.111671847
放緩,78,63,4.993521752
幣貶,92,81,4.793826997
貶值,172,133,4.536533466
面大,52,49,4.985917428
跌近,218,177,4.266474203
仍為,119,107,4.602763823
為市,63,62,4.852823828
成表,16,12,5.39297486
估短,12,12,5.087278495
期間,159,128,4.541954547
干擾,148,130,4.476434869
資進,17,16,5.178726249
期指,402,245,4.09723104
難度,50,47,5.003494944
度不,36,35,5.066293228
股本,132,114,4.58426818
淨值,51,39,5.238841616
值比,42,35,5.198973952
回到,146,131,4.457560725
現金,246,172,4.375740295
金股,128,96,4.796538222
股息,176,152,4.36231874
利率,944,538,3.160774766
率不,59,53,4.992176105
不錯,125,106,4.647364001
與新,35,35,5.042045963
各國,45,43,5.021159274
相比,73,61,4.98396135
比較,95,84,4.769336687
較佳,69,64,4.882171382
過於,37,35,5.0898761
群來,34,34,5.048964892
示短,34,34,5.048964892
數表,100,94,4.658470463
現空,79,68,4.906964658
空間,259,225,4.006424847
間不,47,41,5.112170737
不大,121,101,4.690858603
大個,34,23,5.478686175
現可,31,30,5.104376795
件及,54,50,4.992032404
及低,13,13,5.098848254
後開,19,19,5.120809943
難以,95,83,4.784824404
股也,638,503,3.136630841
也因,86,79,4.77831499
為蘋,44,40,5.085715738
股轉,72,64,4.913958614
天下,54,52,4.945490614
於電,38,32,5.213230208
子指,41,37,5.115176595
是在,128,117,4.529583431
在可,19,15,5.354752124
空跌,54,47,5.065457689
累大,99,80,4.861500589
光跌,127,111,4.595579821
過金,35,34,5.07407356
股持,198,174,4.237540335
弱大,41,38,5.084915666
度在,24,24,5.107314707
點半,31,31,5.06889871
後就,28,26,5.16589675
就跌,20,18,5.224900112
點達,15,14,5.178712693
達點,75,62,4.984090203
點午,11,11,5.071959866
午盤,250,208,4.104330983
出國,42,40,5.046846618
續進,40,39,5.034691359
幅開,48,48,4.946112802
收未,16,16,5.117594894
能收,18,17,5.176983493
復年,48,30,5.493407716
線成,74,73,4.770466376
值則,20,19,5.170869407
到億,189,155,4.376106745
幅更,55,53,4.937244241
於集,21,20,5.166755278
場受,17,17,5.120000896
鼎等,37,35,5.0898761
等高,21,20,5.166755278
價股,150,119,4.606616673
中還,11,11,5.071959866
還跌,11,11,5.071959866
達以,72,49,5.245363163
收也,27,25,5.173969644
也跌,139,113,4.629261317
天除,26,24,5.181905152
泥及,28,28,5.087135744
黑其,22,22,5.114747058
中光,39,39,5.013416536
累股,21,21,5.117549079
化學,334,188,4.411002895
學生,163,159,4.254716637
資訊,284,243,3.937974536
電器,213,201,4.069793747
電纜,212,200,4.074499799
電機,241,225,3.969706164
機械,228,209,4.049014813
造紙,368,318,3.649731612
通路,221,209,4.03268511
路電,39,37,5.072655742
件電,34,34,5.048964892
品等,22,22,5.114747058
都下,35,33,5.107057344
到昨,15,15,5.113509985
累台,149,135,4.428554518
中的,235,220,3.989755431
的蘋,89,82,4.754822199
天再,27,26,5.1325554
度成,26,24,5.181905152
調降,222,167,4.361083884
年資,19,16,5.290881569
資本,142,107,4.717612487
支出,87,59,5.15914827
出股,17,17,5.120000896
被打,26,25,5.139090652
打到,25,24,5.145356033
外大,25,25,5.102843513
光也,91,85,4.724205502
元關,172,149,4.376909875
小跌,510,368,3.559651186
則下,32,31,5.096952211
收另,12,12,5.087278495
外包,26,26,5.097955592
鴻準,136,135,4.373221965
準台,19,18,5.174317574
欣興,269,229,3.999488526
興華,14,14,5.107405516
華通,251,211,4.085282133
通等,32,30,5.132626647
都收,36,34,5.098474846
幣持,14,14,5.107405516
違約,23,12,5.778605042
也持,79,74,4.800555658
加深,29,29,5.081289621
等都,99,87,4.752371799
金新,177,166,4.241343976
金台,398,326,3.645723051
金玉,154,146,4.340123386
金跌,94,64,5.113100154
運股,61,52,5.041302158
續在,56,52,4.974077417
民眾,47,26,5.640739774
到台,62,62,4.840777565
轉機,55,52,4.959913963
應加,11,11,5.071959866
上揚,295,235,4.007240121
統計,284,236,3.981811894
過去,222,175,4.293080713
年台,60,48,5.124883682
次跌,37,35,5.0898761
而在,158,156,4.263255707
日內,14,14,5.107405516
股都,75,73,4.780158742
都會,31,30,5.104376795
較明,20,20,5.119610754
顯的,23,23,5.111306896
彈包,14,12,5.251081898
後上,32,30,5.132626647
年也,12,11,5.165847762
也出,78,74,4.791389876
此預,15,15,5.113509985
最快,54,46,5.090978319
是下,50,39,5.222201257
下周,187,130,4.619866487
一台,98,83,4.806521162
股應,20,20,5.119610754
應該,107,96,4.676399478
該有,15,13,5.248749502
一根,47,45,5.004141409
長紅,49,47,4.987229374
紅棒,63,63,4.833371603
黑天,59,39,5.3612848
天鵝,63,40,5.385627069
幣大,20,20,5.119610754
大貶,24,21,5.245347791
使全,16,14,5.245416103
股災,54,46,5.090978319
現美,39,39,5.013416536
隔夜,31,31,5.06889871
挫至,30,28,5.149423092
月低,48,43,5.074203154
跌再,25,25,5.102843513
到半,11,11,5.071959866
半個,15,13,5.248749502
市上,58,50,5.04873137
戲碼,20,20,5.119610754
碼台,57,56,4.899293217
後跌,102,93,4.685799674
勢一,29,29,5.081289621
大市,22,22,5.114747058
幾近,18,16,5.236362425
低重,16,16,5.117594894
續創,141,111,4.662823138
中傳,14,14,5.107405516
鎖定,37,36,5.058455548
電華,120,111,4.559123086
碩等,53,49,5.001103761
股拉,90,81,4.778387767
拉升,151,121,4.587791353
重返,101,78,4.908630721
返點,21,20,5.166755278
點仍,57,57,4.878109279
仍失,15,15,5.113509985
點及,100,91,4.700729847
及年,45,44,4.994669015
短短,24,24,5.107314707
點今,131,127,4.433219955
光日,19,18,5.174317574
日法,34,33,5.081785459
法說,589,383,3.554285873
示第,17,15,5.241242886
季營,300,204,4.229296206
望今,35,33,5.107057344
守元,97,88,4.723485919
元創,225,182,4.243460649
創下,445,355,3.559788732
下年,77,65,4.944668254
日以,440,313,3.754239156
來新,359,297,3.744207314
低可,15,15,5.113509985
成重,30,26,5.229148455
摔跌,28,24,5.250965118
停台,37,34,5.122207518
宏捷,76,70,4.842225037
捷科,60,54,4.982774237
鼎台,37,37,5.027895942
聯益,221,195,4.133390362
益等,24,22,5.197259464
等一,12,12,5.087278495
一片,115,104,4.61834207
慘綠,56,45,5.146638423
光強,25,23,5.189678131
勢翻,18,18,5.120999547
展及,15,15,5.113509985
及全,21,21,5.117549079
大數,22,15,5.504365553
光纖,15,12,5.324395017
續看,27,25,5.173969644
看旺,15,15,5.113509985
期盤,66,64,4.848970929
標鴻,17,17,5.120000896
家軍,58,46,5.148801102
軍台,17,17,5.120000896
台揚,44,43,5.002688949
建漢,52,51,4.938729325
領頭,62,58,4.921655549
漲傳,24,24,5.107314707
因台,35,34,5.07407356
空出,84,59,5.132400615
出盡,129,96,4.801755461
跌深,462,281,3.947717323
領漲,120,105,4.63343506
漲類,78,78,4.725268255
股逆,79,73,4.81767733
勁揚,163,135,4.482985468
揚金,22,22,5.114747058
續受,51,49,4.970436196
籠罩,49,45,5.038034653
櫃新,12,11,5.165847762
新兵,14,13,5.176477967
大中,102,93,4.685799674
無懼,19,19,5.120809943
盤重,195,171,4.25386746
價大,200,178,4.21056721
則受,19,19,5.120809943
受累,33,26,5.316527503
股近,160,144,4.38191876
期回,17,17,5.120000896
回檔,477,371,3.518787663
頭追,11,11,5.071959866
追高,59,57,4.904619991
不強,38,34,5.145307244
蜜月,57,46,5.134728144
召開,194,169,4.267779158
開法,80,75,4.792682455
望受,46,42,5.066434787
到蘋,45,41,5.076039911
頻頻,37,37,5.027895942
低台,115,106,4.593022367
資預,14,13,5.176477967
本季,82,68,4.934376006
收可,51,50,4.94668018
比上,23,22,5.156900418
上季,100,78,4.901570216
季持,13,13,5.098848254
持平,221,211,4.018852138
小幅,297,263,3.840853328
長但,12,12,5.087278495
但近,29,29,5.081289621
期仍,87,80,4.770432195
出脫,68,62,4.910323164
脫持,15,15,5.113509985
股股,152,136,4.430438571
線外,26,25,5.139090652
外媒,11,11,5.071959866
三成,15,15,5.113509985
負責,25,20,5.335227911
組裝,54,48,5.040474377
的鴻,65,62,4.876353099
州廠,19,15,5.354752124
員工,31,24,5.345814689
放假,44,43,5.002688949
出面,23,20,5.254658675
否認,18,18,5.120999547
修台,15,13,5.248749502
積極,189,166,4.278545541
收年,78,62,5.013618512
年增,384,217,4.26353191
盤力,109,103,4.595972912
彈近,17,17,5.120000896
則連,15,15,5.113509985
噴出,16,15,5.179373564
出大,67,65,4.841173484
上各,21,21,5.117549079
各短,16,16,5.117594894
短均,25,21,5.284417243
股熱,21,21,5.117549079
熱錢,67,57,5.002368555
大逃,23,20,5.254658675
日韓,114,108,4.562514818
泰國,22,20,5.211706223
國等,19,18,5.174317574
市一,30,30,5.075200555
綠台,22,20,5.211706223
也難,84,81,4.729923262
置身,20,18,5.224900112
外今,29,29,5.081289621
低收,52,44,5.112872668
盤失,17,17,5.120000896
點與,79,75,4.783663814
與年,38,33,5.178754079
日不,21,21,5.117549079
價族,15,15,5.113509985
有作,13,12,5.172333377
線將,64,60,4.904641614
將進,106,98,4.643013347
入低,12,12,5.087278495
低檔,267,197,4.219697615
理區,27,26,5.1325554
點在,84,82,4.714340265
在歐,24,23,5.151309117
美大,12,11,5.165847762
陸等,16,16,5.117594894
未止,48,41,5.129663554
穩前,11,11,5.071959866
股進,55,49,5.030635225
汰弱,27,27,5.092704336
結構,86,79,4.77831499
頭不,13,13,5.098848254
仍以,93,88,4.694562778
以具,12,12,5.087278495
低本,30,28,5.149423092
高現,34,34,5.048964892
率個,19,19,5.120809943
股為,327,253,3.946242535
為主,418,371,3.463935507
線漲,58,52,5.001660963
幅大,29,28,5.118816484
大高,56,55,4.907133354
場三,46,46,4.96123311
元股,163,135,4.482985468
千元,30,28,5.149423092
元周,123,96,4.769825057
四美,65,63,4.856806558
要指,97,93,4.651802572
盤持,31,30,5.104376795
慘摔,15,14,5.178712693
的陸,19,18,5.174317574
緊急,28,26,5.16589675
天強,21,20,5.166755278
高股,165,150,4.343153141
彈金,12,12,5.087278495
股回,136,125,4.477956604
十年,55,41,5.242772793
線終,48,45,5.021264571
數上,440,283,3.913669001
周線,303,183,4.398803637
線收,103,83,4.84124754
黑本,29,29,5.081289621
周下,27,26,5.1325554
再創,290,243,3.948328479
創新,339,255,3.951744942
幅已,46,42,5.066434787
在外,159,149,4.330738214
低買,29,28,5.118816484
買進,372,188,4.469582415
進下,16,15,5.179373564
下大,88,83,4.731410438
彈重,12,12,5.087278495
美律,195,174,4.229017375
正崴,35,35,5.042045963
等同,65,61,4.896217484
節能,40,30,5.331178797
人加,17,17,5.120000896
成今,41,39,5.055440824
日多,54,52,4.945490614
頭指,69,67,4.825692966
合晶,174,149,4.38370184
億光,27,22,5.308952463
電中,198,174,4.237540335
中美,562,397,3.476608651
上緯,74,66,4.896078255
新日,158,147,4.345804293
日光,113,103,4.619656092
綠能,111,83,4.893448029
能等,32,29,5.169510613
封測,53,46,5.075853119
收購,140,80,5.105729605
戰火,52,50,4.96208742
續延,36,33,5.131617249
延燒,57,52,4.987990177
於日,98,91,4.686981897
日月,386,320,3.661193209
二度,18,17,5.176983493
公開,105,71,5.059564548
開收,32,18,5.688391037
高有,13,13,5.098848254
交割,25,15,5.634823506
雙方,152,114,4.674276154
結合,28,26,5.16589675
的全,30,28,5.149423092
市占,39,22,5.65766383
涉及,25,21,5.284417243
壟斷,13,12,5.172333377
提出,109,91,4.759373799
強烈,34,25,5.387015824
質疑,38,31,5.248800998
價雙,29,28,5.118816484
雙雙,243,199,4.154471584
具有,116,104,4.624015826
資主,33,33,5.055759079
主力,93,84,4.754536185
力指,20,19,5.170869407
漲最,33,32,5.089416402
為亮,22,22,5.114747058
亮眼,281,232,4.002097311
空軍,31,26,5.259209709
日終,59,50,5.062294913
方支,13,12,5.172333377
支援,19,18,5.174317574
價有,40,37,5.094181952
有撐,218,186,4.194564925
官股,99,53,5.397162452
的兆,40,38,5.064045225
金則,31,30,5.104376795
彈逾,18,16,5.236362425
材股,159,139,4.427329065
電去,21,16,5.39180158
月合,119,83,4.942014138
合併,283,144,4.720624639
收創,99,85,4.782628693
下逾,13,13,5.098848254
逾年,29,27,5.157708256
年新,292,236,3.99572275
盤獲,24,21,5.245347791
買單,49,44,5.064290529
紅上,29,26,5.198067984
利亮,15,15,5.113509985
年營,236,174,4.335548148
逾中,13,13,5.098848254
出逾,12,12,5.087278495
逾億,72,67,4.857112474
元全,38,38,5.020691624
收再,21,21,5.117549079
價跳,48,46,4.995671271
跳漲,39,30,5.308651123
關台,35,35,5.042045963
利展,19,19,5.120809943
望樂,43,39,5.09546318
樂觀,233,204,4.095786307
能上,17,16,5.178726249
盤即,67,65,4.841173484
即跌,22,22,5.114747058
價收,70,65,4.873761012
盤前,277,262,3.813062888
重大,146,115,4.6365791
大訊,38,24,5.535545111
訊息,171,143,4.431193946
與中,81,74,4.8185442
國銀,44,38,5.144602333
銀行,305,172,4.496220283
協商,67,53,5.091669653
決議,93,75,4.900639046
停工,29,19,5.533495217
並進,22,22,5.114747058
處分,65,41,5.381574371
土地,19,17,5.230884405
廠房,14,14,5.107405516
及機,15,14,5.178712693
機器,74,44,5.401324881
備股,13,13,5.098848254
高外,30,30,5.075200555
停後,12,12,5.087278495
後出,47,46,4.978635386
現強,120,111,4.559123086
束連,31,22,5.439959662
點火,134,106,4.692675669
火台,16,13,5.316355007
電信,160,109,4.769412195
三雄,277,187,4.31724739
等指,36,35,5.066293228
股台,519,450,3.242370804
擺脫,47,46,4.978635386
盤來,13,11,5.252216254
連跌,61,52,5.041302158
場上,179,162,4.282173895
點收,782,482,3.281600725
線大,132,119,4.526094097
關惟,12,12,5.087278495
來台,88,78,4.810862855
股暫,31,29,5.141057753
環境,96,79,4.856104569
動盪,119,98,4.720119627
難脫,31,28,5.179026022
氣氛,302,259,3.872035214
年上,79,72,4.83503517
回溫,85,79,4.770043875
利指,15,15,5.113509985
下檔,182,164,4.274304025
大區,15,14,5.178712693
要時,11,11,5.071959866
時間,311,251,3.933817857
降低,161,139,4.434836685
後有,38,30,5.285538249
重於,12,12,5.087278495
於選,14,13,5.176477967
選市,36,33,5.131617249
前在,46,41,5.094301703
上建,48,48,4.946112802
待指,14,13,5.176477967
重回,123,107,4.624251764
再重,17,15,5.241242886
績優,71,64,4.903512469
少個,13,12,5.172333377
股與,89,81,4.770539007
歷經,34,31,5.150520797
本波,69,59,4.982462136
深跌,20,18,5.224900112
後中,23,19,5.307269456
價值,99,64,5.151807634
要大,17,16,5.178726249
大股,84,78,4.777853417
股東,239,158,4.484128123
空在,15,15,5.113509985
在政,29,27,5.157708256
濃厚,141,127,4.478654467
選前,66,48,5.201241186
前不,17,17,5.120000896
超跌,32,22,5.470066776
的強,65,64,4.837567849
中權,16,16,5.117594894
氣大,15,14,5.178712693
破台,17,16,5.178726249
市集,24,16,5.526449101
日在,256,231,3.961531465
在權,75,74,4.763170408
遭大,25,24,5.145356033
大砍,35,27,5.328773321
下盤,62,62,4.840777565
中再,47,44,5.03022065
再破,38,38,5.020691624
線加,31,31,5.06889871
度大,230,210,4.046619528
證券,544,387,3.504889717
券期,34,34,5.048964892
陳浩,88,52,5.329360516
盤的,129,113,4.58150328
的走,129,105,4.680697325
研判,59,47,5.136753654
天在,77,67,4.906677862
大舉,130,118,4.527889536
超台,295,228,4.052809347
海等,111,108,4.545228553
股預,26,26,5.097955592
將超,16,15,5.179373564
元同,22,21,5.162071928
時在,24,22,5.197259464
如中,15,14,5.178712693
電股,251,229,3.964413442
價衝,30,28,5.149423092
高到,55,50,5.00659149
元的,197,170,4.267988968
樂部,12,12,5.087278495
部上,14,13,5.176477967
上也,25,22,5.235970735
也顯,19,19,5.120809943
示這,12,12,5.087278495
防禦,54,49,5.01600622
為法,19,19,5.120809943
人的,54,51,4.968533349
的避,26,25,5.139090652
避風,77,73,4.79916169
開出,485,410,3.365699512
的最,83,81,4.721510507
而台,100,96,4.631040325
股最,71,65,4.884313855
最深,45,39,5.133665696
點但,219,206,4.048899268
但在,154,147,4.330674048
在盤,130,110,4.622831558
中有,33,30,5.160007133
特定,148,139,4.384270771
介入,26,25,5.139090652
將大,33,32,5.089416402
縮減,142,135,4.399389008
現出,31,31,5.06889871
留下,68,60,4.950659335
下影,173,145,4.418583763
影線,190,171,4.239281619
的黑,36,31,5.201026604
黑棒,89,88,4.664367888
估今,74,71,4.805082255
場的,167,150,4.350216321
值將,20,17,5.282019923
縮到,34,33,5.081785459
元國,71,65,4.884313855
天的,126,106,4.652557032
勢中,37,37,5.027895942
中呈,16,16,5.117594894
跌量,86,66,5.007449889
量縮,365,264,3.934008914
利於,137,115,4.596090792
快速,121,109,4.58880261
穩反,13,13,5.098848254
彈台,68,62,4.910323164
場今,39,35,5.135187666
幅但,19,19,5.120809943
的指,58,56,4.912720909
上周,576,258,4.190357735
周跌,31,30,5.104376795
流出,89,68,4.994622176
元中,145,133,4.432553128
電全,23,23,5.111306896
年不,14,14,5.107405516
在陸,25,22,5.235970735
頭殺,14,14,5.107405516
遭到,141,122,4.5335891
資提,47,41,5.112170737
提款,103,74,4.991426547
單周,15,13,5.248749502
出億,49,42,5.118641599
來可,19,19,5.120809943
望出,14,14,5.107405516
現反,113,102,4.632592147
彈走,45,40,5.104492605
勢對,12,12,5.087278495
對後,57,55,4.920858868
不看,29,26,5.198067984
看淡,88,79,4.794572539
淡台,16,14,5.245416103
新投,24,21,5.245347791
股票,832,385,3.686839185
票投,14,13,5.176477967
資部,12,12,5.087278495
建宏,31,13,6.009184309
期持,34,32,5.115616046
續維,30,29,5.111671847
持萬,14,14,5.107405516
口未,37,33,5.155504195
未平,554,199,4.593654337
倉多,17,17,5.120000896
反映,139,128,4.459125129
的現,68,59,4.971334494
對亞,27,25,5.173969644
為高,27,25,5.173969644
高且,27,27,5.092704336
便宜,21,18,5.273014205
並未,211,180,4.224095361
前觀,39,35,5.135187666
仍濃,16,15,5.179373564
晶圓,721,450,3.366969899
代工,236,189,4.214418257
頭台,131,123,4.476545691
電月,73,57,5.068300465
會的,70,65,4.873761012
的預,63,53,5.043503205
期多,51,50,4.94668018
多空,212,191,4.141015301
對月,12,12,5.087278495
即將,268,235,3.959096237
將公,66,59,4.948579671
公布,679,494,3.188975494
布的,96,87,4.731170781
的財,49,47,4.987229374
財報,788,476,3.305596151
則預,11,11,5.071959866
期相,30,30,5.075200555
